 date ,Condition,region/,season,TEMPERATURE UNIT,forecast_provider,alertLevel/, time_of_day ,Cloud Cover, wind_direction /,uvIndexCategory,precip_type,humidity category, visibility band ,stormName/, day/Night , Temperature °C ?,temperature °f,humidity_%,wind speed kph,rainfallMm, Pressure Hpa ,visibility_km, DEWPOINT °C ,feelslike_°c,snowfall_cm
15/01/2024,Sleet,west,Autumn,,BBC,NONE,night,mostlyCloudy,N,moderate,SNOW,comfortable,excellent,eunice, night ,1063,68,13700,£15714,6593,13279,"12,931"," 9,329",11221,10309
2024-09-03,RAINY,south,autumn,Kelvin, met_office ,amber,-999,overcast,Se,very_high, none ,oppressive,poor,NA,NIGHT,£8467,NaN,missing,5234,"15,185",6675,738,8328,£862,4691
NaN,SNOWY,east,autumn,celsius,bbc,yellow,night,partlyCloudy,Se,high,none,missing,GOOD,arwen,Day,16971,£644,8092,"12,287",1960,missing,£5449,14751," 2,953",17832
2021-09-15,NaN,South,autumn,kelvin,weather.com,amber,,overcast,S,-999,Rain,Comfortable, Excellent ,Dudley,NIGHT,19258,7894,£7754,4812,3310,,7718," 7,343",16509,NaN
"Jun 19, 2022",RAINY,West,-999,kelvin,Met Office,missing,AFTERNOON,overcast,e,Low,HAIL,DRY,moderate,Franklin,day,-999,-999,15647,-999,NA,,£1511,8107,7132,15104
2022-04-23,STORMY,midlands,spring,kelvin,weather.com,amber,afternoon,NA,n,low,Hail,comfortable,GOOD,FRANKLIN,day,NaN,15598,2168,7511,£7050,9532,£10146,8956,18474,£6641
-999,Snowy,Coastal,,kelvin,Noaa,,night,PARTLY CLOUDY,NA,veryHigh,Hail,missing, GOOD ,barra,Night,£13998,1388,"11,387",2897,NaN,11534,£3428,15024,16196,7366
23/05/2021,sleet,south,SPRING,KELVIN,weather.com,amber,EVENING,clear, E , very_high ,none,DRY,missing,EUNICE,day," 4,182",6832,"10,447",12537,14822," 3,022",13978,12551,£12633,16850
14/03/2023,snowy,South,Spring,kelvin,met office,YELLOW,,MOSTLY CLOUDY,W,low,snow,humid,veryPoor,arwen,-999,3530,13807,5870,NA,NA,1144,17045,18329,£18883,15067
2021-02-12,sunny,midlands,WINTER, Celsius ,bbc,Red,morning,MOSTLY CLOUDY,SW,NaN,Hail,missing,moderate,BARRA,Day,£3736,683,-999,4568,   328," 6,146",13078,2684,19152,£17417
09/01/2022,sleet,south,SPRING,KELVIN,WEATHER.COM,Amber, evening ,MOSTLY CLOUDY,sw,-999,sleet,humid, Poor ,eunice,NA,17252,11808,7568,£18790,15666,15162,1007,"17,101",7275,6828
2024-04-13,foggy, SOUTH ,-999,Celsius,Met Office,Amber, Evening ,overcast,s,very high,None,oppressive,NaN,EUNICE,,-999,3463,14779,1912,"10,506",18902,12804,12495,   360,16961
2021-05-07,missing,south, spring ,fahrenheit,noaa,yellow,night,PARTLY CLOUDY,NE,missing,SLEET,Comfortable,good, ARWEN ,,9937,1648,18596,,15244,440,£1203,"19,042",17547,£5245
missing,-999,-999,summer,celsius,accuweather,Amber,evening,Overcast,sw,high,snow,oppressive,EXCELLENT,dudley,Night,7617,   598,-999,,missing,9742,£12990,4280,,3785
17/12/2023,sleet,west,winter, KELVIN ,accuweather,Red,evening,-999,nw, MODERATE ,sleet,NA,MODERATE,Arwen,Day,missing,7403,-999,8982,missing,15901,NaN,£383,£2449,£7711
"Jan 15, 2023",foggy,Midlands,winter,,ACCUWEATHER,none,missing,overcast,,extreme,NA,oppressive, MODERATE ,dudley,NIGHT,£145,£12121,£5374,"18,042",5756,£11814,11298,15302," 8,281",9722
2024-11-26,foggy,COASTAL,summer,fahrenheit,bbc,Amber,Morning, mostly_cloudy ,e,low,HAIL,DRY,EXCELLENT,ARWEN,NA," 9,477"," 6,582",£19995,8729,NaN,12852,10748,935,,19870
2024-10-01,sleet,midlands,winter,fahrenheit,Bbc,amber,night,Mostly Cloudy, s ,NA,-999,HUMID,good,barra,day,6531,missing,19651,£16036,£13799,127,,£12802,"12,780",NA
29/03/2021,NA,Inland,winter,celsius,accuweather,Amber,Afternoon,Clear,SW,moderate,rain,oppressive, veryPoor ,barra,day,12711,1141,10174,"10,925","16,105",2239,17238,17882,missing,£13289
05/07/2022,rainy,east,Spring,celsius,,missing,afternoon,overcast,se,extreme,snow, oppressive ,VERY POOR,dudley,night,£10376,13772,£6452,7250,7833,7927,£19749,18140,14272," 9,117"
2022-06-09,sunny,,autumn,kelvin,noaa,none,morning,partly_cloudy,SW,low,snow,NaN,good,eunice,NA,3771,17366,15141,"12,852",£8213,18205,"14,127",£417,£14414,missing
2022-07-04,Cloudy, midlands ,Spring,kelvin,accuweather,red,NIGHT, CLEAR ,s,low,rain,OPPRESSIVE, excellent ,EUNICE,NA,£18929,12092," 6,027",14560,7776,,7654,£16455,8433,NaN
2023-01-21,foggy,north,autumn,fahrenheit, WEATHER.COM ,NONE,night,NA,s,low, none ,Humid,Excellent,,day,"13,637"," 5,797",NA,"10,589",missing,15595,16560,9003,£2789,11638
2022-07-07,sleet,-999,winter,Fahrenheit,weather.com,amber,NA,Partly Cloudy,S,,sleet,OPPRESSIVE,NA,DUDLEY,day,14753,"19,420",14192,122,11150,19440,7438,9628,NA," 6,855"
24/07/2022, Rainy ,south,winter,celsius,Weather.com,Yellow, evening ,Mostly Cloudy,Sw,high,missing,Oppressive,poor,Barra, NIGHT ,16339,4687,3311,"10,983",8736,10460,8447,5888,10454,5115
2023-07-27,stormy,north,Winter,kelvin,noaa,red,Morning,mostly_cloudy,S,extreme,rain,HUMID,Excellent,Eunice,day," 1,737",£16262,19846," 9,620",3218,£469," 9,753","19,752",11664,7152
05/04/2022,sunny,north,summer,kelvin,WEATHER.COM,red,night, mostly_cloudy ,SW,LOW,RAIN,Dry,good,eunice, day ,£7850,7635,9775,missing,£5568,£9215,19223,697,12016,£10462
28/08/2022,FOGGY,-999,AUTUMN,Fahrenheit,NaN,none,MORNING,Clear,sw,High,none,humid,very poor, FRANKLIN ,missing,8301,9840," 6,657",11641,12016,£3108,6955,12850,5236,"11,446"
2022-12-17,,south,summer,Fahrenheit,noaa,yellow,morning,mostly_cloudy,SE,High,sleet,COMFORTABLE,poor, arwen ,night,13796,,9054,£5001,,7155," 9,268",8233,"18,215",16238
2023-11-18,foggy,inland,AUTUMN,kelvin,noaa,none,,Clear,e,Low,none,NaN,GOOD,barra,NIGHT,2226,"12,984",£17851,9809,3086,"10,236",2789,8415,16183,NaN
2022-10-30,Sleet,EAST,autumn,CELSIUS,weather.com,amber,night,clear, se ,,NONE,comfortable,GOOD,Barra, DAY ,4601,missing,NA,NA,1846,10776,19100,£14214,14224,492
24/01/2024, stormy ,COASTAL,Summer,Celsius,Accuweather,none,AFTERNOON,mostly cloudy,N,high,sleet,Comfortable,moderate,barra,night,8249," 9,372",16009,"16,674",8488,19756,missing,NaN,16422,5606
missing,Foggy, South ,spring,Fahrenheit,accuweather,none,,Clear,NA,Moderate,hail,oppressive,poor,Dudley,night,19986,£13171,1131," 4,498",£17414,15529,9972,14960,10463," 1,324"
20/02/2021,sunny,inland,autumn,NaN,noaa,Red, Morning ,,Sw,extreme, none ,dry, EXCELLENT ,EUNICE,day,407,11430,£11085,11651,190,17197,15002,16084,NaN,NA
,snowy,East,NaN,celsius,noaa,NA,Evening,Mostly Cloudy,w,LOW,-999,oppressive,POOR,corrie,night,6130,£11130,missing,6724,1239,£5763,£19404,16879," 5,398"," 7,108"
"Oct 24, 2023",snowy,EAST,summer,kelvin,weather.com,missing,NIGHT,CLEAR,NA,HIGH, snow ,dry,,dudley,night,15566,14808,£423,,6885,3410,13206,16513,2726,10578
2024-07-28,Cloudy,inland,winter,,weather.com,red,afternoon,mostly_cloudy,NaN,moderate,sleet,humid,good, corrie ,day,7216,14284," 1,993",16737,-999,18198,£1776,£11804,17950,10349
"Sep 06, 2022",SNOWY,south,spring,Kelvin,accuweather,yellow,NIGHT,Mostly Cloudy,e,Extreme,hail,HUMID,veryPoor,dudley,Day,missing,14903,£16802,"15,886",3873,9946,"12,114",1878,13716,
11/08/2021,Windy,midlands,WINTER,KELVIN,weather.com,Amber,morning,mostly cloudy,sw,low,SNOW,NA,Excellent,,NIGHT,NaN,10095,19389,5037,12295,11768,£13815,2604,16188,"15,635"
07/04/2022,,inland,missing,fahrenheit, noaa ,YELLOW,Afternoon, OVERCAST ,N,NaN,-999,HUMID,poor,EUNICE,night,1991,11318,"18,072",14214,2502,,3254,12017,£5036,£9092
2021-07-11,Snowy,INLAND,NA,kelvin,accuweather,NaN,NA, clear ,se,High,none, Dry ,NA,NA,day,£1590,14455,£18257,,4816,12929,2105,1293,£6804,1011
2022-12-10,,SOUTH,winter,Celsius,weather.com,NaN,Afternoon,mostlyCloudy, se , very high ,rain,OPPRESSIVE,moderate,Franklin,DAY,£1017,missing,8438,11661,12384,19232,2979,,£331,5664
22/03/2023, sleet ,Inland,autumn, celsius , noaa , red ,Afternoon,Clear, Sw ,high,hail,humid,EXCELLENT,Arwen,NA,5435,missing,2848,4544,NaN,£16021,£19224,703,17388,3670
27/08/2024,stormy,NORTH,winter,celsius,Met Office,amber,Night, overcast ,w,,rain,Comfortable,moderate,Corrie,night,missing,12543," 7,981",£6521,"18,665",£9143,10112,8416,10200,£17748
2023-05-08,snowy,NaN,winter,kelvin,bbc,Amber, morning ,overcast,missing,moderate,snow,comfortable,GOOD, CORRIE ,NIGHT,17,13620,,1747,£18786,"18,305",4734,,£8030,16069
"Dec 17, 2024",snowy, Inland ,AUTUMN,Celsius,bbc,amber,night,Clear,missing,low,hail,dry,NA,eunice,night,-999,£16132,"11,576",18100,," 1,237",£4246,NA,£17251,NA
2023-03-28,stormy,inland,spring,celsius,NOAA,red,NIGHT,clear,-999,extreme,rain,dry,MODERATE,EUNICE,night,missing,17472,7964,5982,15358,£9233,£2426,18499,19963,£17022
07/09/2021,rainy,south,AUTUMN,Kelvin,ACCUWEATHER,Yellow,Morning, MOSTLY CLOUDY ,ne,Extreme,NaN,comfortable,moderate,Barra,Day,16462,,17509,10915,NaN,£14128,13071,13760,13054,19801
2023-10-12,SNOWY,EAST,summer,FAHRENHEIT,weather.com,yellow,evening,partly_cloudy,missing,veryHigh,rain,Oppressive,very_poor,eunice,night,£9477,1844,£1983,£6725," 5,660",£5205,819,15815,NA,9024
30/12/2022,WINDY,west,autumn,missing,metOffice,Red,morning,OVERCAST,Ne,very high,none,COMFORTABLE,Good,missing,night,£11698," 4,880","13,484",15812,15306,£4663,"12,599",2005," 1,017",£9554
09/11/2022,snowy,south,autumn,FAHRENHEIT,weather.com,AMBER,night,Partly Cloudy,s,LOW,none,HUMID, Moderate ,dudley,Night,12682,-999,£7940,12759,£12112,"19,284",NA,NA,6065,£5009
2024-12-10,snowy,east,,fahrenheit,NA,Amber,AFTERNOON,overcast,NW,Extreme,hail, comfortable ,excellent,barra,Night,4558,£12121,6963,14216,3816,£15185,-999,6974,,17268
2022-10-20,, south ,SPRING,fahrenheit,accuweather,red,night,overcast,n,Extreme,NONE,COMFORTABLE,poor,DUDLEY,day,19756,8270,19627,"14,903",13747,-999,8441,1974,£6891,"17,092"
,Sleet,INLAND,NaN,kelvin,metOffice,yellow,afternoon,overcast,Sw,low,snow,Dry,good,franklin,day,10580,17651,16070,3270,"19,813",NA,16159,£6943,18451,18268
NaN,missing,north,spring,FAHRENHEIT,weather.com,amber,night,clear,se,High,HAIL,comfortable,moderate,dudley,day,18483," 6,587",9634,4566,18363,2414,£14844,14539,8312,£16025
2024-11-03,STORMY,midlands,spring,NA, NOAA ,amber,afternoon,PARTLY CLOUDY,sw,Moderate, Sleet ,oppressive,,barra,night,10859,19348,19677,"12,308",£6363,"12,929",£7804,,9239,10296
19/12/2024,Cloudy,COASTAL,spring,celsius,noaa,red,NA,overcast,sw, Extreme ,sleet,Humid,excellent,corrie,NIGHT,11910," 2,287",£13903,12203,"17,042",15173,NaN," 2,592",£1935,15746
2022-10-27,WINDY,NORTH,winter,CELSIUS,MET OFFICE,-999,night,partly cloudy,NaN,moderate,sleet,COMFORTABLE,NA,Dudley, night ,£8808,10322,617,£6405," 5,072","19,128","12,047",NaN,10675,17254
2023-10-27, sleet ,NORTH,spring,FAHRENHEIT,weather.com,missing,evening,overcast,Se,low,Sleet,Dry,poor,Eunice,DAY,3893," 7,940",missing,"15,501",14493,1739,missing," 1,553",7007,13326
11/06/2022,snowy,MIDLANDS,WINTER,KELVIN,weather.com,amber,afternoon, PARTLY CLOUDY ,N,extreme,None,Oppressive, poor ,barra, Day ,£10788,"19,812",3750,   904,£13323,9293,13950,-999,missing,10927
23/05/2024,Cloudy,midlands,summer,kelvin,MET OFFICE,Yellow,NIGHT,partlyCloudy,missing,HIGH,sleet,COMFORTABLE,moderate,eunice,day,6990,£17756," 7,808",5538,"17,683",11928,"18,301",missing,£13228,7571
