date,Genre,RATING,language,Format,franchise?, PRODUCTION STUDIO , release season , budget band ,distribution?,SEQUEL,Award Noms, filmingLocation , CINEMATOGRAPHY ,Lead Actor, soundMix , runtimeMin ,box office $m,metascore,userscore,screens, opening $m ,marketing_$m,CGI SHOTS,IMDB VOTES, oscarWins 
07/05/2023,missing,pg,English,imax,standalone,disney, SPRING ,<$10M,NaN,yes,8+, Nz ,imax_70mm,B-LIST,,-999,17065,6064,NA,14788,£7356,4807,£6311,missing,1882
23/08/2022,HORROR,-999,hindi,streaming, spin-off ,warner,summer, >$150m , cinema ,yes,,nz,film,NaN, DTS ," 2,039",14857,"18,252",13436,9739,£9122,6798,17414,19104,11733
12/10/2023,NA, pg ,English,IMAX,spin-off,warner,Autumn,missing,limited,Yes,0,Nz,imax70mm,NaN,dolby,£5510,11179,£10121,17306,5630,£17103," 8,873",18038,9276,£2041
2021-08-10,action,12a,english,IMAX,-999,NA,WINTER,>$150m,-999, no ,8+,us,FILM,newcomer,atmos,17719,2515,3180,,,NA,£15368,4748,missing,5272
10/03/2021,COMEDY,g,ENGLISH,2d,missing,Sony,summer,$10-50m,streaming,No,4-7,australia,Digital,-999,dts,3483,£19178,NaN,18478,£5223,£9860,£2998,17802,13822,3209
NaN,,18,french,2d,STANDALONE,Universal,SPRING,>$150M,-999,yes,1-3,UK,DIGITAL,Newcomer,ATMOS,1725,15268,"14,256",£19114,10843,3196,6145,19292,2391,£9271
2024-10-21,comedy,18,Mandarin,,NA,universal, winter ,$10-50m,streaming,Yes,4-7,canada,film,B-List,DTS,14392,14045,"16,105",2695,11297,£17630," 9,047",8871,£3346,£12374
"Feb 17, 2022",comedy,r,english, streaming ,franchise,Universal,winter,$50-150m,limited,yes,1-3, uk ,film,a-list,atmos,15339,"17,143",NaN,NaN,4541,missing,£19422,5522,12760,5950
25/02/2022,Horror, pg ,hindi, 2d , standalone ,universal,winter,>$150m,cinema,no,8+,UK,,a-List,ATMOS,£6707,£15624,13593,19822,missing,missing,17477,£10973,"11,774",missing
"Aug 10, 2024",ACTION,15,SPANISH,2d,standalone,warner,Summer,$50-150m,DIRECT-TO-DVD,No,-999,missing,imax 70mm,a-list,atmos,8117,3406,6477,,£14301,8467,£8986,18311,£4012,12771
2021-05-15,animation,-999,,Streaming,Standalone,disney,Winter,$50-150m,direct-To-Dvd,NaN,,NaN,digital,missing,ATMOS,5256,missing,-999,19421,"17,212",3036," 9,321",14368,£5208," 1,957"
2022-12-25,horror,missing,hindi,2d,spin-Off,UNIVERSAL,autumn,>$150m,LIMITED,Yes,8+,us,FILM, Newcomer ,dolby,1119,£15040,12900,,£9364,"15,309",£16867,NA,15088,£11304
NA,action,15,french,STREAMING,franchise,disney,summer,NA, streaming ,YES,0,UK,missing,A-LIST, ATMOS ,"19,897",4985,5425,   323,11493,£10243,,13522,18003,18794
16/05/2024,comedy,r,MANDARIN,NaN,franchise,paramount,spring, >$150m ,-999,No,8+,Us,Digital,NA,DTS,878,17760," 7,817",£10828,13497,£9110,£4374,15826,£9781,
missing,-999,12a,mandarin,2d,standalone,warner,winter,missing,direct-To-Dvd,NO,missing,nz,IMAX 70MM,b-List,dts,14913,£1623,14331,163,10393,14303,3444,2414,£8661,1652
2022-02-21,horror,-999,spanish,2d,reboot,PARAMOUNT,Autumn,$50-150m,NA,yes,NA,Canada,NA,B-LIST,dts,3677,12900,10383,£10408,£10505,-999,7074,£13131,4519,10095
20/04/2023, comedy ,12a,French,3d,standalone,missing,winter,$10-50M,cinema,NO,1-3,uk,film,-999,dts," 7,597",£1424,3500,4043,NaN,"15,662",missing,-999,NaN,3747
04/08/2022,HORROR,,mandarin, imax ,franchise,PARAMOUNT,SUMMER,>$150m, DIRECT-TO-DVD ,NO,4-7,Canada,IMAX 70MM,newcomer,atmos,5281,£976,   406,£14812,15145,"10,559",8846,NaN,£15979,-999
05/07/2023,HORROR,NaN,French,3d,,sony,Summer,$50-150m,CINEMA,yes,4-7,uk,film,a-list,Dts,12309,£4034,-999,,8758,13737," 6,903",£13186,£8080,10171
19/05/2021,action,18,spanish,3D,Franchise,sony,winter,$50-150m,direct-to-dvd,No,8+,Canada,digital,-999,atmos,18882," 6,482",,18661,16311,£4237,£17328,12021,2194," 3,366"
2023-03-08,documentary,18,ENGLISH,imax,standalone,universal,summer,<$10m,direct-to-dvd,yes,1-3,nz,digital,NaN,dts,19170," 8,770",£10157,£12495,missing,£14176,"18,247",£16103,7992,4898
2021-03-27,Documentary,R,french,2d, reboot ,DISNEY,autumn,$50-150m, STREAMING ,yes,8+,missing,NA,newcomer,dts,12396," 1,521",-999,7446,7716,9032,-999,15766,2628,13378
21/05/2024,Comedy,pg,hindi,2d,reboot, sony ,AUTUMN,>$150m,DIRECT-TO-DVD,Yes,8+,NA,digital,A-List,atmos,NaN,3162,NA,-999,-999,£19736,£3257,2910,"13,116",£14328
19/04/2024,horror,R, HINDI ,NaN,franchise,-999,-999,$10-50m,streaming,yes, 0 ,NZ,imax70mm,NEWCOMER,atmos,13863,17756,"11,855",,14505,17437,514,9707,"16,790",18771
2021-02-17,documentary,g,spanish,3d,SPIN-OFF,paramount,spring,>$150m,DIRECT-TO-DVD,no,1-3,nz,digital,b-list,Dolby,£1039,NA,£6411,NaN,1276,NA,"17,486",£9521,"10,802",12007
2021-08-03,DRAMA,12a,french,missing,REBOOT,Paramount,Spring, <$10m ,Direct-To-Dvd,NaN,8+,us, film ,b-List,DOLBY,11526,16181,7413,18766,missing," 1,330",NaN," 7,164",7345,£19005
2023-08-21,documentary,15,english,NaN,NaN,warner,WINTER, <$10m ,cinema,no,1-3, UK ,imax 70mm,newcomer,ATMOS,missing,18257,308,18861,15604,6897,,8745,2895,£15909
"Apr 04, 2023", comedy , 12a ,ENGLISH,NA,REBOOT,Warner,Spring,>$150m,streaming,,8+,us,imax 70mm,A-LIST,ATMOS,3684," 3,400",2364,9608,18427,missing,"16,019",£6290,16703,£16701
04/10/2022,-999,pg,french,imax,standalone,sony,Summer,$50-150M,streaming,-999,8+,CANADA,imax_70mm,b-List,ATMOS,missing,£15169,9549,"19,884",10260,19884,£6281,8469," 6,638",£8368
2021-10-12,DOCUMENTARY,12a,ENGLISH,missing,Franchise,disney,summer,missing,DIRECT-TO-DVD,,0,UK,NA,b-list,Dolby," 4,886",5968,,365,£12602,2382,,£14571,775,7527
missing,comedy,r,French,streaming,spin-off,-999,winter,>$150M,cinema,YES,1-3,AUSTRALIA,digital,a-List,dts,6315,NA," 4,326",1695,£5687,-999,£17112,10859,5989,17102
15/11/2021,Comedy,12A,spanish,2d,reboot,universal,summer, >$150m , cinema ,NO,missing, us ,imax_70mm,missing,dts,NaN,6674,7211,£11920,,1362,17265,14106,12893,£16637
21/02/2021,COMEDY,g,Spanish, 3d ,STANDALONE, sony ,spring,<$10m,streaming,YES,8+,canada,NaN,B-LIST,NaN,5404,3862,7091,4891,£12079,£15480,,£15060,£10167,4521
"Mar 25, 2022",action,r,french,2d,reboot,universal,,missing, cinema ,YES,0,Nz,Film,NA, DOLBY ,198,685,,2938,7835,9628,13929,5440,NaN,4558
2024-08-09,missing,15,spanish,missing,franchise,missing,AUTUMN,>$150m,direct-to-dvd,no,0,uk,imax70mm,A-LIST,dolby,,10714,£18977,12241,-999,missing,-999,£17369,NA,18117
2021-12-29, horror ,15,MANDARIN,2D,Spin-Off,warner,WINTER,$10-50m,streaming,missing, 4-7 ,us,digital,b-list,atmos,,£5337," 3,258",2775,8801,£930,11522,1011,NaN,2364
-999, animation ,,SPANISH,IMAX,Standalone,warner,Winter,<$10m,limited,yes,-999,canada,digital,Newcomer,Atmos,£2867,2211,519,18881,18955,"10,909",19890,19879,missing,12723
2021-02-20,horror,18,french, 2d ,spin-off,warner,autumn,<$10m,direct-to-dvd,no,1-3,Us,imax 70mm,B-List,ATMOS,10406,4877,263,£19931,,19560,15040,£12545,13348,4525
2022-12-04,animation,NaN,FRENCH,3d,REBOOT,UNIVERSAL,AUTUMN,<$10m,limited,no,-999,Uk,Digital,B-LIST,Dolby,6597,3492,13373,12407,17628,13518,£14413,15893,£1954,£16922
2022-09-28,animation,pg,hindi,missing,Franchise,paramount,summer,>$150m,LIMITED,yes,0,australia,NaN,Newcomer,dts,£2507,10707,NA,9729,15948,missing,-999,9726,4631,"19,623"
"Nov 25, 2021",action, pg ,Hindi,3d,STANDALONE,SONY,SUMMER,$10-50m,limited,no,4-7,us,film,missing,Dts,NA,"15,624",1311,14151,5373,NA,3976,2009,8012,£16040
"Oct 31, 2023",missing,pg,NaN,streaming,Spin-Off,SONY,-999,$10-50m,CINEMA,no,-999,Australia, film ,NA,atmos,NaN,£553,16803,14417,14020,13164,1986," 2,871",7042,"15,870"
2021-12-21, Action ,12a,,3d,standalone,Sony,autumn,NaN,-999,NO,,australia,digital,b-List,atmos," 5,299",1196,8849,"15,568"," 2,540",7186,9549,9372,6654,-999
09/08/2024,Drama,Pg,mandarin,2D,spin-Off,Paramount,,<$10M,cinema, no ,4-7,NA, Digital ,A-List,ATMOS,£19651,,7751,18803,14356,4975,16419,15569,£12715,
09/09/2024,animation,R,english,2d,reboot, warner ,summer,$10-50m,streaming,,1-3,missing,imax70mm,NaN,Atmos,£10685,"16,737",NaN,7007,19084,NaN," 6,504",10075,11059,-999
30/08/2021,comedy, G ,hindi,3d,franchise,WARNER,SUMMER, $50-150m ,Cinema,NO, 8+ ,missing,IMAX 70MM,a-List,Dts,18285,11935,18712,£14625,£982,11005,£13132,1003,"17,548",3378
