DATE,make,model/,fuel_type?,transmission,Body Style, colour ,Drive Train,Trim Level,reg state, Emission Std ,Segment?,ownership type,insuranceGroup,warranty_status,MARKET REGION, ENGINE CC , horsepowerBhp ,TORQUE NM,co₂G/Km,Range Km,0-60 MPH S,fuelTankL,Boot L?,KERB WEIGHT KG,list_price_£?
2021-12-31,TOYOTA,-999,diesel,DUAL-CLUTCH,saloon,silver,FWD,premium,imported,euro4, e-exec ,Hire,15,IN-WARRANTY,Mea,-999,14199,NA,£10046,18974,"17,693",£13744,£1034,£4138,"14,237"
2022-12-16,tesla,NaN,petrol,, Suv ,WHITE,Rwd,LUXURY, imported , EURO 4 ,b-supermini, demo ,28,in-Warranty, apac ,-999,£7412,2837,8455,4292,2574,19962,£15894,18360,£3394
2024-12-28,TESLA,MODEL 3,DIESEL,DUAL-CLUTCH,coupe,NA,awd,Sport,used, Euro 4 , B-SUPERMINI ,NaN,8,NA,MEA,15986,5256,582,6800,7675,11149,NaN,14039,18217,15703
11/02/2023,Toyota,GOLF,missing,Manual,suv,-999,NaN,performance,ex-lease,euro_6,E-EXEC,Fleet,49,In-Warranty,MEA,18338,4581,£15242,7642,£7944,"16,162",18256,£11559,16000,"10,761"
25/08/2022,audi,320i,HYDROGEN,,Estate,missing, 4wd ,Luxury,used,Euro 4, e-Exec ,HIRE,29,in-warranty,Apac,12662,17293,6032," 2,350",7520,"15,011",missing,6116," 4,131",£3434
2023-01-04, Bmw ,Golf,ELECTRIC,dual-Clutch,SALOON,Grey,FWD,BASE,IMPORTED,Ulez,NaN,private,15,out-of-warranty, Us ,NaN," 4,014",£19751," 1,500",17070,301,12457,17688,16679,1743
2021-02-02,tesla,civic,hydrogen,MANUAL,saloon,NA,awd,LUXURY,Used,euro 6,C-Compact,fleet,NA,Extended,mea,£10693,£13152,,£13356,13753,missing,4479,13275,missing,£3744
NaN,bmw,focus,-999,automatic,estate,BLACK,NaN,base,ex-lease,NaN,d-Mid-Size,FLEET,NaN,extended,NA,£15608,£11997,18281,£10797,9760,2923," 3,439",£4583,missing,3191
2022-06-16,toyota,320I, HYBRID ,cvt,hatchback,white,Rwd,SPORT,Imported,euro_4,D-Mid-Size, HIRE ,10,IN-WARRANTY, uk ,£10113,2784,missing,3900,NaN,4970,NaN,16471,"10,635",8971
07/11/2021,bmw, focus ,petrol,cvt, COUPE ,blue,RWD,Base, ex-lease ,NA,-999,fleet,16,extended,MEA,654,£4330,-999,14134,NA,4232,6849,6474,7842,8035
19/05/2021,-999,focus,hydrogen,Cvt,SALOON,Black,NaN,base,new,Ulez,a-City,NA,9,extended,APAC,-999,12521,17200,3216,7645," 6,364",14572,16726,5034,5866
16/07/2024,NaN,320i,missing,cvt,coupe,White,Rwd,SPORT,Imported,EURO 6,C-Compact,private,6,Extended,apac," 4,066",   454,"19,655",13667,12741,missing,£5857,2470,16361," 1,428"
2022-08-13,NaN,320i,Diesel,manual,coupe,red,NA,premium,Imported,euro 6, e-exec ,PRIVATE,missing,out-of-warranty,apac,423,16523,18898,3978,3208,16584," 6,003"," 2,424",7899,17479
"Mar 12, 2023",TESLA,corolla,NA,dual-Clutch, Estate , blue ,Fwd,NaN,imported,ulez,a-city,private,35,out-of-warranty,us,-999,-999,13053,-999," 8,991",4537,18652,16551,-999,14937
-999,Audi,NaN,hydrogen,automatic,suv,black,rwd,sport,ex-lease,EURO 5,a-City,hire,42,Extended,us,"19,580",13489,£9473,£10610,missing,-999,£8646,3428,NaN,8573
14/07/2021,TOYOTA,320i,,manual,estate,red, AWD ,sport,new,euro 4,d-mid-size,hire,missing,in-warranty,missing,-999," 1,832",£6766,5087,9371,3080,NA,19556,-999,12080
2023-03-22,bmw, a4 ,petrol, manual ,NaN,NA,Fwd,Base,new,NaN,D-Mid-Size,NaN,15,Extended,eu,3327,16486,£11171,93," 9,445","17,512",NA,13937,£8975,NA
"Nov 03, 2024",Volvo,320i,HYBRID,dual-Clutch,saloon,Silver,Rwd,PERFORMANCE,EX-LEASE,Euro 4,-999,hire,22,in-warranty,eu,9325,NA,11955,£17791,14986,£17562,missing,1574,missing,£13743
"Jun 16, 2024",BMW,GOLF,electric,manual,saloon,white,FWD,missing, IMPORTED ,EURO 5,b-supermini,demo,48,in-Warranty,UK,NA,£1424,14025," 2,251",9335,6232,12428,16176,2733,
2022-08-09,NaN,A4,hybrid,Automatic,Hatchback,Black,awd,base,ex-lease,euro 6,,demo,5,extended,apac,294,£13993,,18008," 5,011"," 6,282",5909,£10303,17128,8788
2023-05-11,volvo,focus,HYDROGEN,dual-clutch,,grey,fwd,sport,used,euro_5, e-exec ,demo, 16 ,out-Of-Warranty,NaN,5034," 6,566",£4717,15022,-999,£12795,16645,2455,missing,£12202
25/10/2022,Vw,NA,Diesel,dual-clutch,estate,black,4wd, base ,Ex-Lease,euro_4,a-city,NA,39, extended ,NaN,2568,,8788,£2355,£14380,,2318,15563,16333,£714
04/04/2024,volvo, golf ,hydrogen,dual-clutch,HATCHBACK,white,4wd,-999,NaN, euro4 ,b-Supermini,fleet,40,out-of-warranty,missing,-999,15245,7157,18114,9704,"10,127",missing,11083,15676,
2021-12-17,volvo,a4,petrol,-999,estate,red,fwd,sport,NA,EURO 5,C-Compact,hire,28,extended,Us,18750,15906,10302,-999,7517,£13274,13446,NaN,missing,768
30/08/2024,Vw,civic,NA,cvt,Estate,Red,4WD,NaN,imported,Euro 4,d-Mid-Size,DEMO,missing,NA,NaN,£19897,4700,£18,£1644,"10,579",missing,11061,17895,"10,273",18735
NaN,Tesla,missing,diesel,Manual,estate,Red,4wd,premium,used,ulez,A-City,DEMO,24,Extended,uk,2713,8764,,19117,5788,£9819,14388,8618," 9,647",
"Sep 09, 2022",volvo, golf ,hybrid,DUAL-CLUTCH,ESTATE,Blue,fwd,sport, imported ,ulez, d-Mid-Size ,Hire,37,IN-WARRANTY,eu,£16704,12703,7054,19306,£767,12779,1477,NA,4787,£6396
2022-11-03,,NaN,petrol,,estate,missing,rwd,Sport,new,euro 6,a-city, demo ,33,out-of-warranty,," 6,996",12332,17823,£12903,£343,12781,18794,missing,17409,2713
18/03/2023,FORD,golf,NA,dual-clutch,suv,WHITE, awd ,,new,euro6,C-Compact,demo,43,extended,eu,£12231,15898,12758,9453,6815,884,missing,12344,"17,078",missing
12/02/2021,volvo,s60,-999,automatic,estate,silver,missing,LUXURY,,EURO 6,b-Supermini,FLEET,5,NaN,Mea,NaN,11618,"18,826","10,753",£12775,-999,"10,202",3513,£10656,£10103
04/03/2022,FORD,focus, Electric ,Dual-Clutch,missing,silver,4WD,PERFORMANCE,USED,euro 5,B-Supermini,hire,18,OUT-OF-WARRANTY,us,10768," 9,770",missing,5796,14277,-999,15024,8576,11603,£15595
2023-03-24,AUDI,golf,Hydrogen,AUTOMATIC,estate,Blue, awd ,premium,Imported,euro_4,D-MID-SIZE,fleet,12,In-Warranty,Us,NaN,2490,7824,12869," 4,561",£16889,1978,15449,£3272,10239
06/09/2022,VW,,hydrogen,AUTOMATIC,coupe,BLACK,4wd,performance,USED, EURO 6 ,-999,demo,32,In-Warranty,mea,NA,12344,1535,12928,18977,11867,£17768,17023,11393,
NaN,Audi,NA,hybrid,manual,estate,BLACK,Rwd,performance,new,Euro 4,C-COMPACT,-999,46,in-warranty,mea," 9,008","13,418",1542," 9,022",10355,12804,missing,£11256," 7,592","13,263"
2022-05-14,VW,S60,petrol,Automatic,HATCHBACK,Silver,fwd,premium,used,euro 5,NaN,fleet,8,In-Warranty,mea,15641,11326,3551,11213,6642,19047,10366,15464,17648,"10,086"
08/07/2022,volvo,320i, DIESEL ,cvt,hatchback,black,Rwd,base,used,ulez, e-exec ,PRIVATE,46,,eu,3435," 8,058",NA,5848,6441,"12,977",593,18283,£2574,missing
"Mar 09, 2024",ford,a4,ELECTRIC,cvt,hatchback,missing,rwd,sport,USED,EURO 6,c-compact,private,45,In-Warranty,uk,missing,,9415,15068,19189,221,3813," 2,973",17918,13926
13/03/2021,audi,320i,PETROL,Dual-Clutch,NaN,BLACK, FWD ,base,new,Euro 5,b-supermini,demo,,EXTENDED,apac,9152,6729,14504,2384,13189,18924,13495,16739,"13,754",8734
2024-08-12,Toyota,MODEL 3, petrol ,dual-clutch,hatchback,,fwd,Premium,IMPORTED,Euro 6,-999,NA,45,out-of-warranty,mea,11485,1149,£18811,955,£14869,£5927,NA,NA,15306,8710
2024-12-29,vw,Model 3,hydrogen,cvt,estate,silver,rwd,-999,ex-lease,ulez,D-MID-SIZE, Private ,40,OUT-OF-WARRANTY,uk,15693,"10,569",8584,missing,12898,7235,12288,-999,£19448,£4908
2022-07-09,audi,civic,petrol, Dual-Clutch ,saloon,,Fwd,base,ex-lease,euro_5,c-Compact,-999,NA,out-of-warranty,Us,11099,8786,£5593,16055,922,2775,£3260,95,£18210,12314
-999,Volvo,golf,Petrol,dual-clutch,estate,red,awd,performance,imported, ULEZ ,c-compact,demo,47,extended,NaN,"16,748","12,409",,NA,1710,£15174,-999,2814,13717,£19025
2024-07-20,vw,golf,petrol,dual-clutch,saloon,missing,NaN,luxury, New , euro4 ,NA,HIRE,4,in-warranty,Eu,17274,3304,16998,," 4,616",NA," 6,164",£5491,£3965," 9,274"
2022-06-19,VOLVO,320i,PETROL,automatic,,Black,missing,Luxury,New,Euro 5,A-City,NA,13,In-Warranty,apac,18010,11858,17701,3901,6800,8941,£2541,6138,2500,14371
2021-07-05,VW,golf,petrol,dual-Clutch,hatchback, black ,4WD,sport,Ex-Lease,Euro 6,a-city,HIRE,20,-999,uk,13906,£6800,£11575,,NA,NA,£8564,18796,13900," 1,743"
2021-06-06,vw,320i,hydrogen,manual,COUPE,Grey,rwd,NaN,imported, euro_6 ,b-supermini,hire,28,extended,Us," 7,899",1061,8719,12662,17004,"18,598",missing,5304,£1640,3947
23/03/2024,TOYOTA,COROLLA,NaN,Manual,estate,white,,-999,ex-lease,euro6,B-Supermini,DEMO,21,out-of-warranty,mea,-999,15938," 7,670",13295,19537,missing,2370,17637," 1,724",9426
11/04/2023,audi,missing,hydrogen,Manual,,black,rwd,-999,IMPORTED,euro 6,a-city,private,,out-Of-Warranty,eu,13888,4635,18490,12698,NA,8411,2758,£8719," 2,318",2771
08/11/2024,volvo,missing,Electric, Cvt ,estate,NaN, Rwd ,premium,Used,Euro 6,c-Compact,Fleet,-999,extended,us,10265,"15,906",19518,NA,£2791,4359,1898,14320,10360,£12682
"Jan 12, 2023",missing,320i,DIESEL, cvt ,coupe,Silver,4wd,Sport,EX-LEASE,ulez,e-Exec, private ,9,In-Warranty,UK,NaN,19077,-999,19460,10998,13592,"18,891"," 2,951",5509,13377
21/04/2023,AUDI,S60, Electric ,automatic,hatchback,Blue,4wd,base,-999,euro4, d-mid-size , demo ,43,EXTENDED,mea,9145,missing,"14,670",,2690,4615,£1832,8562,£11766,£19351
2021-05-02,audi,Civic,diesel,manual,,NA,awd,Luxury,imported,euro5,C-COMPACT, fleet ,46, IN-WARRANTY ,EU,£16501,14720,941,2877,5575,2337,£5458,NaN,-999,9335
11/10/2024,vw, golf ,ELECTRIC,dual-Clutch,NaN,Black,4WD,performance, EX-LEASE ,euro 4,b-supermini,demo,,EXTENDED,uk,14569,"10,640",£9253,5537," 8,412","11,027",12344,   309,3343,9516
"Nov 24, 2022",ford,,missing,manual,estate,WHITE,awd,sport, ex-lease ,euro_5,c-Compact,fleet,30, in-Warranty ,uk,"14,974",16961,10230,"11,521",17664,"14,286",249,NaN,£17348,4778
2024-03-05,ford,corolla,diesel,manual,COUPE,silver,awd,sport,NA,missing,a-city, demo ,2,Out-Of-Warranty,uk,£13326," 9,830",7028,5,8069,NaN,,missing,1590,£7711
2024-12-28,tesla,model_3,petrol,dual-clutch, suv ,silver,AWD,sport,Imported,EURO 5,-999,demo,21,extended,Apac,7381,-999,5973,"18,968",18445,£9448," 6,908",15602,3561,
"Sep 10, 2024",-999,CIVIC,-999,automatic,hatchback,red,awd,SPORT,New,ulez,c-compact,private,missing,in-Warranty, eu ,15644,NaN,missing,£9153,9398,1483,2620," 7,375",9602,10754
"Jun 13, 2022",audi,NA,-999,dual-Clutch,coupe,Silver,RWD,sport,new,Euro 6,c-compact,hire,6,extended,Uk,"12,163",4382,"15,676",8211,"10,346",7625,18023,£6497,1080,13310
2023-05-27,HONDA,a4,hybrid,DUAL-CLUTCH,hatchback,red,Rwd,performance,used,EURO 6,A-CITY, PRIVATE ,18,EXTENDED,eu,7457,£14372,NaN,16049,£1708,"10,193",£12195,"19,158",NaN,"17,142"
29/05/2022,ford, model3 ,hydrogen,-999,hatchback, white ,Rwd,sport,new,Euro 6,B-SUPERMINI,demo,40, IN-WARRANTY ,Us,"14,278",5522,7875,8107,16193,2047,14501,£2579,9617,£17499
2022-03-05,VW,corolla,electric,cvt,saloon, Grey ,fwd,Sport,,euro 5,a-city, Demo ,39,out-of-warranty,UK,NaN," 6,261",-999,4030,NA,missing,5810,12551,missing,4941
16/09/2024,missing,golf,petrol,AUTOMATIC,saloon,red,awd,SPORT,used,EURO 4,NaN,HIRE,2,in-warranty,," 7,844",5010,NaN,NA,5519,NA,556,4018,17454," 2,940"
"Oct 15, 2023",Volvo,NaN,hybrid,automatic,estate,GREY,NaN, performance ,imported,Euro 4,b-supermini,hire,30,In-Warranty,uk,missing,19163," 2,320",19426,18294,£15708,£8149,14510,3529,4981
2023-01-13,FORD,NA,-999,CVT,COUPE,Black,fwd,BASE,USED,EURO 4,,HIRE,3,in-Warranty,MEA," 5,211","13,407",8791,16361,£17935,1888,£9258,4545,6866,£18195
05/09/2022,honda,golf,hydrogen,Manual,estate,white,rwd,PERFORMANCE,NA,EURO 5, B-SUPERMINI ,hire,,in-Warranty,apac,18562,"12,987",9548,8118,"12,465",18513,11804,7651,"14,688",£19448
2024-02-12,honda,golf,Petrol,automatic,saloon,silver,FWD,luxury,Ex-Lease,euro5,e-exec, demo ,25,in-warranty, Uk ,13638,£6586,3458,missing,,"19,614",-999,NA," 3,192",19861
2023-05-08,volvo,golf,hydrogen,manual,Coupe,Blue,rwd,sport,NA,Euro 4,b-supermini,PRIVATE,32,extended,Apac,"17,392",£17410,14419,906,9674," 8,442",missing,missing,382,14434
2023-07-30,AUDI,320i,diesel,Dual-Clutch,saloon,white,rwd,NaN,ex-lease,Euro 4,e-Exec,private, 48 ,out-of-warranty,apac,7324,7820,"19,442",NaN,8827,NA,9116,£17768,16815,10801
missing,tesla,S60,PETROL,cvt,,NaN,Fwd, luxury ,new,Euro 4,d-mid-size,PRIVATE,3,Extended,apac,7855,£16823,12940," 9,159",,3213,4247,12188,8383,5663
2022-11-10,audi,missing,hydrogen,manual,saloon,grey, 4wd ,PREMIUM,Ex-Lease,ulez,A-City,demo,45,In-Warranty,eu,17598,395,,-999,5849,15762,10864," 9,349",3064,£16247
28/07/2024, toyota ,Civic,PETROL,cvt,NA,GREY,RWD,luxury,new,Euro 5,NaN,Hire,12,IN-WARRANTY,us,"18,558",1818,1019,NaN,£15061,NA,14080,10497,18115,13312
2024-09-11,AUDI,focus,NaN,Dual-Clutch,coupe,black,Fwd,performance,imported,euro6, a-city ,private,28,,Mea,"15,854",7401,4976,10446,11391,3291,290,14368,15627," 8,671"
2022-11-10,vw,Golf,Electric,Automatic,coupe,-999,rwd,SPORT,imported,euro 6,d-mid-size,private,-999,extended,apac,NA,7713,£6872,4314,12246,4160,missing,13851,17478,missing
