Date,Genre,format?, language ,binding,audience,Publisher?,series,EDITION, illustrated ,AWARD WINNING,BESTSELLER TIER,age_group,Region Setting,authorNationality,Signed?,pages,Chapters,WORD COUNT,rating ⭐?,PRINT RUN, rrp£ ,discount %,stock_units,reprints/,FILM RIGHTS £
2023-10-22,biography,PAPERBACK,English,stapled,ya,simon & schuster,Yes,,Yes,yes,top-100,18+,europe,us,yes,15590,4483,"15,242",16106,NaN,missing,2747," 8,115",10954,18436
20/02/2022,thriller,PAPERBACK,english,,adult, Harpercollins ,no,revised,no,No,TOP-100,18+,,,Yes,£11558,8697,£7923,,10526,5075,3135,£14011,15771,9534
27/10/2023,sci-Fi,hardback,english,stapled,adult,simon_&_schuster,YES,revised,,yes,Top-100,6-12,AFRICA,NaN,NO,10879,13234,NaN,NA,5594,11132,£920,,NaN,8614
NA,thriller,HARDBACK,-999,stapled,children,simon&Schuster,yes,revised,no,no,top-10,18+,asia,canada,YES,NA,,13360,£4051,"15,206",9891,"18,060"," 7,696","13,785",11351
24/01/2023,fantasy,Paperback, french ,spiral,Adult,,No, 2nd ,no,missing,Long-Tail,13-17,asia,NaN,no,"15,574",10967,4866,17984,17336,15617,14981,407,11609,4524
26/04/2022,FANTASY,paperback,spanish,stapled,Adult,NA,YES,1ST,no,YES,top-100,13-17,europe,UK,yes,704,"16,929",NaN,£3126,10286,7082,£3005," 7,333",18487,6145
27/05/2023,romance,audiobook,french,Spiral,-999,macmillan,No,Revised,-999,YES,missing, 6-12 ,ASIA,CANADA,YES,19764,missing,6482,11481,10182,19707,949,15484,5119," 9,882"
2021-09-09,missing,missing,spanish,sewn,ya,,NO,Revised,no,NA,long-tail,18+,NA,india, yes ,12413,"17,293",5589,8988,£16640,£5925,£9750,8117,£1388,15511
2024-01-26,Fantasy,EBOOK,,SPIRAL,Ya,macmillan,no,2nd,YES,yes,TOP-100,missing,europe,Japan,NO," 5,242",£2611,,£16262,,-999,355,£4252,10155,5161
11/10/2022,thriller,hardback,Japanese,stapled,YA,penguin,,NA,yes,missing,long-tail,NA,oceania,uk,YES,16972,8095,-999,-999,NaN,11982,9961,5035,NA,
,biography,HARDBACK,SPANISH,STAPLED,Adult,MACMILLAN,yes, 2nd ,missing, no ,top-10,18+,europe,japan,no,8980,"12,204",4592,NaN,11149,£7696,£18278,19939,£9890,£18619
2023-02-02,biography,ebook,spanish,stapled,children,penguin,yes,REVISED,yes,no,NA,,asia,us,no,8475,2754,6410,-999,£9078,3893,5223,17725,£11419,£8750
2023-03-26,Fantasy,hardback,english, Sewn ,children,harpercollins,yes,1st, no ,NO,top-100,13-17,oceania,uk,NO,£2365,"16,450",£17587,12643,NaN,2381,17484,6491,5433,£7970
2023-02-09,fantasy,audiobook,japanese,spiral,NA,harpercollins,yes,2ND,YES,no,top-10,13-17, africa ,us,Yes,18122,£17138,9277,"17,309",1625,10377,£11020,19601,12527,2505
15/03/2024,NaN,hardback,-999,Glue,children,penguin,No,3rd,yes,YES,LONG-TAIL,,Americas,Us,YES,4599,6553,304,13634,£19499," 7,366",13852,5879,£9242,6563
12/09/2022,sci-fi,ebook,japanese,Sewn,Children,macmillan,no,1st,YES,no,top-100,0-5,NaN,Canada,No,7592,-999,13134,8254,10947,8221,7987,2615,3125,1956
