 date ,Device,OPERATING SYSTEM,Processor Brand,form factor, release yr band ,market_segment,manufacturer/,CONNECTIVITY,SCREEN TYPE,energy_rating,Warranty Length,Colour,price tier,user profile,UPGRADE ELIG,PRICE £,ramGb,Ssd Gb,Battery Mah,weightG, ports ,CPU GHZ,gpu tflops,launch_score,Units Sold K
2023-05-23,server,windows,INTEL,Ultrabook,2015-17,gaming,Hp, Wi-Fi ,Oled,NA,2Y,-999, Budget ,GAMER,yes,2497,"15,567",6492,17386,435,14216,17577,4620,NA,   298
08/03/2021,server,missing,AMD, 2-In-1 ,2015-17, gaming ,hp, bluetooth ,E-INK,a,no warranty,silver,MID-RANGE,STUDENT,No,16649,£19724,11015,10488,NA,NaN,£8642,£528,9181,£7899
2021-08-11,Drone,chromeos,Qualcomm,mini pc,2018-20,gaming,NA,Ethernet,E-INK, C ,NO WARRANTY,NA,BUDGET,student,yes,£13955,,£2961,332," 7,933",NA,-999,"18,072",13703,8351
14/09/2022,missing,WINDOWS,apple,ultrabook,2021-23,consumer,Apple,wi-fi,lcd,c,2Y,NaN,premium,NaN,yes,£16619,"16,684",missing," 3,169",5987,"11,305",1306,1454,3359,    49
2021-01-02,robot,windows,Intel,ULTRABOOK,<2015,education,,5g,MINI-LED,c,noWarranty,NaN,-999,creator,no,£16811,1144,1816,13459,18355,6942,12878,NA,6769,14046
09/08/2021,TABLET,MACOS,amd,Mini Pc, 2015-17 ,missing,asus,BLUETOOTH,mini-led,d,1y,silver,mid-Range,Creator,no,8440,£10532,,"13,835",9291,13007,NaN,"18,794",£9035,4716
2022-05-04,laptop,android,-999,2-IN-1,2021-23,enterprise,Apple,Ethernet,oled,d,3y,black,missing,creator,Yes,£4426,"16,372",5121,10967,9233,2437,19068,1692,10006,NaN
2023-05-22,tablet,-999,QUALCOMM,ultrabook,2015-17,consumer,Hp,,lcd,D,NO WARRANTY, White ,BUDGET,creator,no,11145,13585,£18791,-999,10169,4940,13771,8546,15803,13623
2022-11-01,ROBOT,android,qualcomm,DESKTOP,2021-23, education ,hp,wi-fi,lcd,A,3Y,silver,premium,gamer,no,"13,704",9662,,£11568,-999,-999,19562,2123,4754,£13506
2022-10-18,laptop,chromeos, APPLE ,mini pc,-999,ENTERPRISE,,wi-Fi,e-Ink,b,5y,BLUE,budget,GAMER, no ,£6610,NA,"16,401",7740,4774,4675,14626,18605," 9,990",£19768
2022-06-14,drone,macos,Amd, mini pc ,2024+,GAMING,Asus,ethernet,lcd,D,3Y,grey,,gamer,yes,8994,12665,13596,18507,missing,4792,£13752,15418,14998,19189
08/03/2022,DRONE,Macos,intel,MINI PC,2018-20,NaN,NaN,ethernet,MINI-LED,-999,3Y, BLUE ,mid-range,gamer,NO,16455,£4381,£19035,18929,£6636,,4791,6031,,7249
missing,robot,Macos, Amd ,-999,2021-23, enterprise ,lenovo,NA,NA,A,No Warranty,GREY,MID-RANGE,PROFESSIONAL, yes ,"10,625",8989,13163,£1088,18575,"10,518",£2637,3961,£10853,2194
"Feb 05, 2022",robot,chromeos,amd,Mini Pc,<2015,Education,-999,missing,mini-led,C, 5y ,White,MID-RANGE,student,no,3982,4608,£14762," 6,775",7604," 6,584","10,266","17,359",13206,missing
2021-06-22,missing,,APPLE,miniPc,missing,enterprise,apple,wi-fi,LCD,d,no_warranty,Black,BUDGET,student,Yes,3719,£4145,£13258,10478,9294,4896,13657," 1,627",£9031,-999
2024-11-17,robot,android,NA,Mini Pc,<2015,EDUCATION,lenovo,-999,Lcd,-999,3y,Blue,flagship, gamer ,yes,,8630,6247,3913," 1,484",18701,19887," 9,447",9580,13491
28/05/2024,tablet,CHROMEOS,apple,NaN,2018-20,Education,lenovo,ethernet,mini-Led,NaN,1y,grey,PREMIUM, gamer ,yes,18380,17270,9822,£9805,£7929,8356,12647,6146,9439,-999
"Jul 04, 2021",SERVER,CHROMEOS,amd,mini_pc,2021-23,Consumer,-999,Wi-Fi,NA,a,2y,blue,flagship,PROFESSIONAL,yes,13800,NA,2758,,13827,11142,16965,13460,missing,13002
28/03/2022,tablet, linux ,apple, mini_pc ,missing,gaming,HP,NA,mini-Led,A, No Warranty ,white,Premium,student, no ," 4,183",-999,NaN,"12,251",13591,6255,-999,17799,NA,10704
08/12/2021,smartphone,windows,QUALCOMM,Desktop,NA,-999,NA,5G,Oled, B ,2y,grey,mid-range,Student, no ,19791,"17,932",NaN,£8074,15825,9114,18915,10065,11181,missing
2024-06-22,smartphone,ios,qualcomm,desktop,2024+,NaN,-999,5g,mini-led,d,2y,blue,budget,gamer,no,2609,10043,"17,364",879,3644,15815,2834,"14,936",5753,£14803
2024-10-18,DRONE,macos,apple,2-In-1,2021-23, enterprise ,hp,ETHERNET,lcd,c,1y,white,premium, student ,no,15291,7708,£9441," 7,729",13750,19764,NaN,1027,13219,4696
-999,drone,ios,Qualcomm,Mini Pc,2018-20,NaN,LENOVO,Wi-Fi,NaN,D,5y,grey,MID-RANGE,STUDENT,-999,missing,12755,,£5927,4269,11719,3265,7928,£10295,£3300
2024-03-21,laptop,,Intel,ultrabook,2015-17,Consumer,-999,missing,oled,c,5y,blue,FLAGSHIP,professional,yes,6368,15553,3720,£16913,4212,13431,18932,3631,£16140,£17946
2021-01-23,robot,ios,APPLE,desktop,2018-20,enterprise,asus,Wi-Fi,MINI-LED,a,2Y,NA,Premium,Creator,no,11142,18303,11002,£10558,314,missing,£19882,9595,15992,7762
17/05/2021,Laptop,ANDROID,INTEL,Ultrabook,2024+,EDUCATION,HP,ethernet,Oled,NA,2Y,silver,PREMIUM,student,YES,-999,£12333,£12869,12628,"11,984",6751,,£18777,10108,19166
30/05/2024,server,linux,INTEL,DESKTOP,2021-23,Consumer,lenovo,, oled ,-999,1y,silver,Budget,,yes,11124,4963,18644,10742,11109,9019,£10554,£7946,£14895,£4295
2021-03-22,TABLET, WINDOWS ,Amd,MINI PC,2024+,enterprise,asus,wi-fi,lcd,c,2Y,BLACK,PREMIUM,student,no,£10908,7415,£526,"13,543",15702,12040,"11,881"," 3,572","15,626",5689
2021-09-11,Server,linux,Qualcomm,desktop, 2018-20 ,consumer,apple,NaN,NaN,d,3y,grey,FLAGSHIP,professional,No,18974,6848,11693,NaN,   167," 9,266",£2613,5519,12111,11531
"Sep 26, 2023",laptop,IOS,Amd,,2021-23,NA,Asus,Ethernet,Oled,D,5y,white,mid-Range,missing,No,£8143,19518,5735," 7,467",8714,£2483,10686,8708,6369,16861
2024-07-10,robot,linux,Qualcomm,mini_pc,missing,gaming,dell,bluetooth,mini-Led,A,-999,GREY,missing,student,yes,NaN,14498,1684,"12,993",1908," 5,522",16280,£8546,6558,£12177
11/06/2023,ROBOT,missing,missing, desktop ,2024+,CONSUMER,LENOVO,bluetooth,oled,NA,-999,Grey,Budget,student,NA,17945,£6998,£8144,17658,7271,8171,4017,missing,19130,£9175
06/09/2023,TABLET,ios,intel,desktop,2024+,gaming,hp,ETHERNET, e-ink ,c,2Y,Grey,Budget,professional,yes,18581,2755,"13,489",£6703,106,12060,5136,£6918,17279,NA
2024-06-06,Tablet,MACOS,APPLE,desktop,NaN,consumer,Asus,ethernet,oled,A,2y,Silver,flagship,gamer, yes ,£16975,NA,16084,18409,missing,1929,£4735,£8523,NaN,missing
2022-11-26,smartphone,Macos,apple,2-IN-1,2021-23,,asus,bluetooth,mini-led,a,3y,silver,flagship,Student,YES," 9,495",3405,17707,1820,-999,NA,17477,NA,8791,£2285
15/05/2022,drone,Ios,missing,DESKTOP,2021-23,Consumer,Asus,5G,E-INK,D,2y,black,Budget,gamer,yes,7421,8284,13180,,,17443,7075,"18,492",3390,7417
21/12/2022,NA,android,Intel,2-In-1,<2015,education,hp,WI-FI,E-Ink,c,NA,NA,budget,NA,no,229,17972,3372,17851,12611,9795,18309,16554,£12312,541
2023-03-25,robot,ios,AMD,2-in-1, <2015 ,gaming,asus, Ethernet ,Lcd,missing,2y,Blue,flagship,creator,-999,£14711,"17,137",NaN,7327,missing,£9764," 8,304",   952,£1587,
12/09/2023, smartphone ,NaN,Amd,2-in-1,2021-23,gaming,hp,BLUETOOTH,Mini-Led,c,5y,blue,missing,professional,NaN,3193,£3370,13275,"17,078"," 4,132",NA," 6,580",9708,NA,£7579
2024-04-20,Tablet,IOS,QUALCOMM,Ultrabook,2018-20,Education,lenovo,wi-Fi,e-ink,B,3y,grey,budget,professional,yes,6912,,4993,£5110,-999,14908,1906,10287,£18498,13177
"Sep 11, 2024",Server,missing,qualcomm,mini_pc, 2024+ ,enterprise,ACER,ETHERNET,mini-led,A, NO WARRANTY ,Silver,premium, Professional ,no,7727,£19972,4158,£3313,19728," 1,263",6755,15035,4830,9844
2022-05-18, server ,CHROMEOS,AMD,2-In-1,2021-23,enterprise,acer,wi-Fi,mini-Led,a,1y,blue,NA,-999,YES,12246,,3195,1302,19759,£9973,17586,12845,7926,"15,684"
,ROBOT,Windows,-999,2-In-1,2024+,-999,NaN,ethernet,lcd,b,2Y,black,Premium,student,No,8605,18730,9508,9392,-999,missing,£7514,6380,8258,
2022-07-09,drone,NaN, apple ,mini pc,2015-17,Education,acer,ethernet,Mini-Led,b,5y,silver,PREMIUM,Gamer,no,8262,£4001," 9,627",£6596,10364,10343,,18702,9472,missing
05/12/2023,ROBOT,macos,intel,2-in-1,2018-20,NA,APPLE,WI-FI,MINI-LED,D,no_warranty,black,,-999,NO,,,NaN,£14254,13377,"19,896",3051," 8,756",19963,£4551
11/09/2022,smartphone,Macos,intel,NaN,-999,gaming,Hp,5G,NaN,d,no_warranty,blue,budget, gamer ,yes,£619,NaN,14871,5467,£8982,NaN,"10,332"," 2,017",9970,£15424
01/02/2024,-999,missing,Intel,ultrabook,2024+,education,Dell,BLUETOOTH,e-ink,A,no_warranty,Blue, premium ,student,yes,3600,NA,1432,3703,18658,2467,missing,,19693,missing
2022-07-25,robot,Ios,amd,ultrabook,2015-17,Education,Asus,bluetooth,lcd,D,5y,blue,PREMIUM,professional,yes,"14,199",8235,5892,2514,14871,8546,"12,170",4841,7811,15120
08/04/2021,LAPTOP, Windows ,missing,Mini Pc,2015-17,GAMING,,5g,e-ink,C,1y,white,,student,no,5265,18239,"19,283",12953,7202,£11556,2139,2212,£5196,£19102
2024-09-10,drone,linux,Intel, miniPc ,2015-17,enterprise,,bluetooth,mini-Led,d,3Y,NA,flagship,professional, yes ,18099,,15837,16699,NA,-999,£17162,NA,14882,2380
11/11/2022,Laptop,chromeos,apple,Mini Pc,2018-20,ENTERPRISE,ASUS,,mini-led,d, 3Y ,Silver,,missing,no,8637,,14331,"15,569",£231,£6245,"10,525",NA,12164,£3650
2022-01-03,server,linux,apple,desktop,<2015, consumer ,LENOVO,5g,mini-led,d,5y, grey ,Flagship,CREATOR,missing,778,£9992," 8,428",7098,£17149,£10149,   647,-999,17208,17276
"Jun 01, 2022",Tablet,Macos,intel,ultrabook,2021-23,consumer,NaN,ethernet,oled,C,3Y,White,flagship,-999,YES,7842,"17,158",NaN,-999,£17929,14336,6771,18848,£14188,£16392
