 date , Breed ,colour,COAT LENGTH,pattern,eye_colour, vaccination_status ,microchipped?,age band?,indoor/Outdoor, favouriteToy ,temperament,food preference?,Litter Type/,Adoption Source,health issue,weight kg,age_months,LENGTH CM, height_cm ,daily calories,vet visits/,litterUsedKg,Play Sessions/Week, NAPS/DAY ,cost_£/month
"Jun 01, 2022",british shorthair, grey ,NA,POINTED,blue,Overdue,NO,Kitten,outdoor,LASER POINTER,friendly,dry,NaN, Breeder ,obesity,5024,9476,19498,11792,5635,£14380," 2,829",7695,12392,£11402
"Oct 07, 2024",NaN,Cream, hairless ,tabby,GOLD,not_required,no,missing,outdoor,ball,friendly,dry,clumping,Friend,obesity,4281,5787,19664,missing,"12,598",£12665,£272,7069,6665,£14450
09/02/2022,british_shorthair,brown,medium,tabby,gold,up-to-date, no ,senior,NaN,LASER POINTER,LAZY,mixed, recycled paper ,online,OBESITY,9280,£7660,12289,15720,2013,2596,15671,13419,6736,12982
13/01/2022,NA,white,MEDIUM,spotted,odd-Eyed,overdue,no,senior,BOTH,catnipMouse,PLAYFUL,-999,silica,FRIEND,obesity,5314,£12033,3353,16534,73,5945,7910,-999,6170,14131
08/02/2023,missing,orange, Medium ,NA,green,UNKNOWN,no,junior,both,STRING,Aggressive,WET,silica,FRIEND,allergy," 2,741",5274,16077,19478,19222,£3621,19288,7029,1747,£19851
2022-07-13,british shorthair,GREY,short,missing,missing,unknown,no,SENIOR,NaN,string,PLAYFUL,-999,CLUMPING,Friend,allergy," 8,269",3861,14255,15786,£6746," 8,744",2357,1938,NA,17389
25/01/2021,persian,grey,long,spotted,gold, unknown ,yes,Kitten,Indoor, catnip_mouse ,SHY,mixed,recycled_paper,online,NaN,£11794,16157,1452,8976,"12,612",13752,18756,1720,10950,6078
26/12/2021,persian,cream,hairless,POINTED,blue,UP-TO-DATE,NO,PRIME,outdoor,feather_wand,playful,Dry, SILICA ,stray,obesity," 9,273",£9197,19293,NA,13214," 4,036",17388,13089,9426,£6571
2021-12-08,maineCoon,tortoiseshell,Hairless,bi-colour,Gold,overdue,no,PRIME,-999,CATNIP MOUSE,Friendly,Raw,silica, STRAY ,dental,missing,£9305,4202,£13680,3649,13212,12379,,£3124,14727
2021-05-08,ragdoll,calico,short,tabby,Copper,unknown,NA,Kitten,indoor,-999,friendly,raw,recycled_paper,online,,-999,11252,12054,6527," 7,247",£7229,"15,850",2894,£14529,£18169
20/10/2021,Persian,brown,long,NaN,Copper,unknown,YES,junior,indoor,ball,SHY,dry,recycled_paper,shelter,arthritis,16596,12769,£9222,"10,627",16997," 8,825",5633,12180,11058,£4923
08/07/2021,Siamese,Cream, Long ,missing,,up-to-date,no,senior,BOTH,CATNIP MOUSE,playful,raw,Recycled Paper,BREEDER,DENTAL,"19,900",14831,17269,8104,£14469,10882,1128,14718,NA,2033
missing,Sphynx,cream,Short,solid,,not required,yes,senior,NaN,catnipMouse,playful,WET,Recycled Paper,shelter,Arthritis,18655,10885,18029,18966,,540,8126,NA,missing,£2248
2022-08-16,ragdoll,NaN,medium,bi-Colour,BLUE,notRequired,no,kitten,Outdoor,Feather Wand,aggressive,MIXED,SILICA,BREEDER,arthritis,£18896,4552,4120,"12,354",£9542,£8576,£13734,5254,12823,15258
18/03/2023,britishShorthair,orange,medium, spotted ,NA,notRequired,no, senior ,,featherWand,shy, RAW ,clumping,STRAY,arthritis,19692,18581,NaN,12462,10795,4803,£19331,NA,£119,7471
26/03/2022,NaN,,hairless,NaN,BLUE,Unknown,yes,kitten,Indoor,catnip_mouse,AGGRESSIVE,NaN,NON-CLUMPING,stray,obesity,2407,16343,£14074,£756,537,13793,14328," 1,200",18462," 1,402"
"Mar 24, 2021",maineCoon,brown,MEDIUM,missing,Copper,overdue,yes,NA,outdoor,,lazy,Mixed,silica,Breeder,Arthritis,£19078,17181,18322,19924,14448,7565,14761,£7344,4192,missing
27/12/2023,maine coon,NaN, hairless ,BI-COLOUR,Odd-Eyed,up-to-date,no,GERIATRIC,outdoor,Feather Wand,NA,wet,Clumping,breeder,obesity,£14442,"18,565",4702,9567,NaN," 3,518","13,377",NA,18862,NA
2022-08-12,NaN,cream,NA,pointed,copper,NOT REQUIRED,yes,NA,both,ball,lazy,dry,NA,shelter,arthritis,14557,10983,16335,2340,19267,18742,17149," 6,589",£2990,2683
NA,BRITISH SHORTHAIR,cream, Short ,-999,GOLD,unknown,Yes,geriatric,Both,string,Lazy,Mixed, silica ,SHELTER,allergy,15902,5370,£18273,"10,311",11559,425,16422,16743,£1094,£6880
-999,sphynx,black,hairless,solid,-999, not_required ,no,senior,OUTDOOR,String,Lazy,wet,Non-Clumping,Stray,allergy,5423,£11540,7172,3005,NA," 1,441",12906,-999,NA,11557
,tabby,NA,HAIRLESS,Solid,odd-eyed,UP-TO-DATE,Yes,GERIATRIC,OUTDOOR, string ,Lazy,mixed,recycled_paper,online,Obesity,6292,missing,£7190,11589,9116,5659,"16,759",£14857,,3699
"Mar 27, 2021",siamese,Tortoiseshell,Long,SPOTTED,green,unknown,no,senior,outdoor,catnip_mouse,Aggressive,mixed,NaN,online,-999,12441,8094,714,£10073,missing,-999,5365,12758,3004,15350
10/01/2022,BRITISH SHORTHAIR,black,long,bi-Colour,blue,notRequired,no,kitten,-999,ball,Lazy,mixed,non-clumping,friend,Allergy,"19,039",6653,2975,missing,19431,NA,16299,£15727,2260,8225
"Nov 09, 2022",Maine Coon,white,medium,Tabby,Blue,Not Required,yes,JUNIOR, Both ,NA,SHY,raw,recycledPaper,breeder, arthritis ,11481,14409,£15602,NaN,12037,£19634,£3207,13887,7149,£16825
12/08/2023,MAINE COON,White,medium,-999,green,up-to-date,yes,senior,both,Feather Wand,AGGRESSIVE,DRY,RECYCLED PAPER,NaN,Obesity,3406,9458,1693,12581,5582,17532,missing,4649,10507,14567
20/12/2023,tabby,tortoiseshell,medium,pointed,blue,not required,Yes,prime,indoor,STRING,NaN,Raw,clumping,ONLINE,obesity,12149,4460,5345,NaN,6590,5640,13534," 4,183",£17819,"14,899"
2022-09-02,ragdoll, CALICO ,SHORT,missing,NA, UP-TO-DATE ,Yes, SENIOR ,outdoor,,Shy,wet,silica,shelter,arthritis,6529,6211,10709,missing,£15528,12355,593,£310,11446,£6079
13/02/2022,NA,CALICO,short,Spotted,GREEN,unknown,NA,KITTEN,OUTDOOR,ball,shy,NaN,clumping,breeder,None," 2,785",£3684,"10,786",£18115,19841,14907,£11514,10906,10105,£8249
11/10/2023,maine coon,calico,short,SOLID,ODD-EYED,OVERDUE,no,senior,both,string,lazy,wet,SILICA,BREEDER,arthritis,£11650,12898,"18,899",NA,232,"13,054",4454,£2009,missing,
2024-06-06,Sphynx,Calico,LONG,bi-Colour,COPPER,Overdue,yes,kitten,INDOOR,ball,aggressive,Mixed,clumping,online,dental," 5,347",NaN,12810,9222," 3,453",6803,NaN,"14,464","16,067",10523
17/01/2022,Bengal,orange,LONG,spotted,blue,UP-TO-DATE,No,Mature,indoor,ball,Friendly,dry,silica,-999,dental,NaN,6502,missing,£18971,£12245,£14314,15606,5561,18271,
07/03/2022,persian,Orange,HAIRLESS,spotted,blue,NaN, no ,senior,INDOOR,feather wand,aggressive,mixed,recycled_paper,online,Arthritis,£15680,£2668,13698,12328,4073,15888,14547,8055,11329,"16,385"
2023-10-22,NA,white,medium,missing, gold ,Unknown,NO,-999, indoor ,catnip_mouse,lazy,Dry,clumping, shelter ,dental,£3391,-999,£7925,2092,"17,267",14416,4637,NA," 4,407",£12423
2022-09-08,Persian, ORANGE ,hairless,TABBY,odd-Eyed,Not Required, no ,MATURE,INDOOR,Laser Pointer,Shy,Raw,recycled paper,breeder,dental,£14449,13309,NaN,,19070,7361,858,2866,12798,15601
15/07/2021,british_shorthair,white,medium,bi-Colour,odd-Eyed, overdue , NO ,MATURE,indoor,missing,Aggressive,dry,NON-CLUMPING,missing, Obesity ,904,19409,£18365,£18514,"19,949",17202,1373,£6004,9050,"18,302"
05/04/2021,ragdoll,black,MEDIUM,spotted,green,missing,YES,GERIATRIC,INDOOR,missing,Playful,RAW,NON-CLUMPING,Shelter,obesity,6975,18384,4201,£11766,1119,NA,6943,£9114,12560,NaN
20/05/2023,sphynx,Grey,medium,Tabby,Green,unknown,yes,SENIOR,outdoor,laser pointer,playful,raw,NON-CLUMPING,-999,allergy,608,12838,NaN,missing,£4519,NA,3290,NaN,missing,4431
15/11/2022,Bengal,missing,hairless,BI-COLOUR,gold,not required,yes,prime,,ball,SHY,RAW,clumping,missing,NONE,   826,4282,NaN,missing,£949,1841," 6,949",3938,9327,"17,510"
"Aug 23, 2021", sphynx ,CALICO,Hairless, SOLID ,odd-eyed,up-to-date,no,Geriatric,indoor,CATNIP MOUSE,friendly,RAW, recycledPaper ,FRIEND,allergy,12952,£15142,missing,17885,£15126,18927,2687,missing,£14204,£14470
09/08/2023,,grey,hairless,SPOTTED,copper,UP-TO-DATE,yes,Senior,Indoor,catnip_mouse,lazy,mixed,silica,online,NONE,245,7253,14676,NaN,£6362,3540,12757,6378,£17336,3105
26/02/2021, Ragdoll ,calico,short,TABBY,Blue,notRequired,yes,Prime,outdoor,feather wand,aggressive,Raw, recycledPaper ,SHELTER,-999," 7,216",5641,£19740," 9,795",4836,"16,087",£277," 9,812",15083,£7498
20/03/2024,PERSIAN,brown,Long,POINTED,GREEN,UNKNOWN,,kitten,outdoor,string,-999,mixed,recycledPaper,ONLINE,arthritis,£17864,"13,054",19221,2403,5637,7504,NaN,,NA,5952
28/12/2024,BRITISH SHORTHAIR,BROWN,short,BI-COLOUR,odd-eyed,Unknown,no,GERIATRIC, outdoor ,ball,Lazy,raw,,FRIEND,arthritis,1479,£8119,5064,4329,14626,£6919,5146,NA," 3,071",£12132
17/01/2022,bengal,white,long,-999,green,,missing,kitten,INDOOR,string, lazy , wet ,silica,stray, dental ,8438,2424,13923,54,3958,17542,6863,NA,774,-999
2021-06-06,SIAMESE,white,medium,-999,NA,up-to-date,no,MATURE,indoor,Feather Wand, Shy ,wet,recycled_paper,-999,DENTAL,3887,14872,£6898,£2649,NA,3763," 7,520",17400,10785,4527
2021-06-27,SPHYNX,brown,short,spotted,green,unknown,NO,Senior,Outdoor,catnipMouse,playful,wet, CLUMPING ,stray,NONE," 4,289",13441,1952,NaN,£4637,3747,,9680,-999,"19,239"
NA,tabby,CALICO,long,NaN,gold,overdue,yes,,indoor,ball,lazy,DRY,RECYCLED PAPER,shelter,NONE,14648,-999," 5,082",18726,-999,14573,13848,£19635,"19,504"," 4,952"
06/11/2021,RAGDOLL,NaN,LONG,missing,Blue,unknown,YES, SENIOR ,Indoor,,shy, dry ,NON-CLUMPING,SHELTER,obesity,£15142,12651,15378,2406," 6,085",11075,13038,15648,"18,226",15004
2022-11-02,tabby,Brown,hairless,POINTED,GREEN,up-To-Date,NO,GERIATRIC, outdoor ,Catnip Mouse,FRIENDLY,dry,NON-CLUMPING,stray,ARTHRITIS,£19789,4005,15536,16494,"19,671",8883,651,£11198,1659,£19284
03/05/2021,SPHYNX,tortoiseshell,LONG,pointed, GOLD ,up-to-date,no,GERIATRIC,-999,laserPointer,FRIENDLY,dry,non-Clumping,,Obesity,£6343,12110,17168,4765,6556,7392,8201,15295,17567,NA
2024-09-30,maine coon, calico ,Hairless,spotted,odd-Eyed, notRequired ,yes,,outdoor,LASER POINTER,shy,WET, clumping ,STRAY,arthritis,13402,£6612,,3841,1076,"15,583",£9086,£17594,2461,18422
"May 12, 2023",sphynx,BLACK,medium,bi-colour,blue,overdue,NaN,mature,OUTDOOR,Ball, PLAYFUL ,raw,clumping,friend,None,missing,,£8833,19279,12412,   894,-999,14731,"16,497",9908
2022-01-06, Persian ,CALICO,missing,pointed,Gold,Unknown,Yes,missing,Indoor,Feather Wand,FRIENDLY,wet,missing,shelter,obesity,"14,491",NaN,14803,10211,16668,1916," 4,912",£588,14192,£13716
missing,NaN,orange,NA,NA,GOLD,NOT REQUIRED,yes,GERIATRIC,indoor,catnip mouse,aggressive,raw,recycledPaper,online, dental ,,10346,1423,£16830,£12469,8464,missing,16510,19745,£17641
2022-02-22,-999,grey,,NaN,gold,-999,no,junior,INDOOR,Laser Pointer,NaN,raw,silica,stray,allergy,NaN,712,£7643,£17671,"16,299",3389,19110,9845,15415,14746
"Jun 23, 2021",bengal,BLACK,short,missing,NA, unknown ,-999,mature,outdoor,,Aggressive,raw,recycled paper,shelter,NaN,3711,"10,518",18182,7030,19011,7130,8050,18600," 5,058","14,145"
2023-09-21,siamese,grey,Short,pointed,ODD-EYED,overdue, no ,MATURE,both,laserPointer,AGGRESSIVE,raw,non-clumping,shelter,arthritis,5155,4342,17807,13774,NaN,£17105,£17732,£18790,2388,8607
2024-09-30,RAGDOLL,calico,long,spotted,NA,UP-TO-DATE,No,senior, INDOOR ,missing,aggressive,RAW,,Online,ARTHRITIS,£18970,£10706,NaN,13426,3117,12655,£16534,£6258,£6596,2241
missing, RAGDOLL ,black,LONG,SOLID,NA,Not Required,yes,junior,BOTH,BALL,PLAYFUL,dry,silica, Shelter ,NA,-999,£15202,£8649,"10,437",5892,7644,3379,£10371,£16802,10729
01/03/2023,TABBY,Orange,NA, Solid ,,up-to-date,no,junior,Indoor,NaN,friendly,dry,SILICA,Online,ARTHRITIS,£11237,£321,£3987,3547,-999,   998,6638,12299,"19,805","18,715"
2021-07-05,British Shorthair,WHITE,medium,SOLID,NaN,UNKNOWN,Yes,PRIME,missing,laser pointer,playful,wet, clumping ,STRAY,obesity,19769,6259,17622,12833,13309,12079,1511,3202,13804,925
2024-06-06,ragdoll,black,MEDIUM,solid, Green ,overdue,Yes,junior,NA,feather_wand,playful,NA, Recycled Paper ,STRAY,Allergy,NaN," 2,147",£10640,"10,367",£3235,£18385,14200,£15147,16095,17960
2024-07-29,Persian,calico,medium,TABBY,GOLD,overdue,yes, KITTEN ,Both,ball,Playful,dry,non-clumping,Stray,arthritis," 3,920",3275,19357,"18,954",8270,16544,18794,11860,15075,604
2023-11-14,missing,orange,long,tabby,gold, not required ,Yes,KITTEN,Outdoor,laser pointer,shy, WET ,clumping,stray,DENTAL,"13,132",3814,6526,8359,NaN,19681,13931,9075,10770,missing
2024-07-30,sphynx,grey,long,bi-colour,NA,unknown,yes,junior,NaN,catnipMouse,friendly,RAW,Recycled Paper,,allergy,17009,"12,930",3657,-999,"12,701",3818," 7,917",9335,£19762,4695
28/02/2021,persian,Brown,MEDIUM,BI-COLOUR,blue,unknown, yes ,prime,Both,Catnip Mouse,FRIENDLY,dry,CLUMPING,breeder,obesity,3681,3569,2700,NA,7462,"17,007",£14020,14848,NaN,-999
09/10/2023,RAGDOLL,Grey,MEDIUM,solid,gold,overdue,yes,junior,both,CATNIP MOUSE, playful ,raw,clumping,shelter,NONE,£854,17902,£4863,£3172,13656,7358,11579,6615,£3463,£3399
29/12/2022,MAINE COON,BROWN,hairless,POINTED,ODD-EYED,up-to-date,YES,junior,NaN,catnipMouse,shy,NaN,silica,Friend,obesity,£4642,631,£11106,19533,13169,-999,14034,13532,6354,11141
2024-04-09,NaN,Grey,Medium,POINTED,NaN,not required,YES,kitten,indoor,-999,SHY,Raw,SILICA,Stray,arthritis,£18425," 9,567",£14753,missing,3635,16395,"10,388","10,446",18934,-999
, Maine Coon ,BROWN,short,solid,odd-Eyed,unknown,NO,prime,indoor,BALL,aggressive,-999,recycled_paper,Online,arthritis,2892," 4,164",2952,missing," 7,463",10547,2068," 2,177"," 9,084",7131
11/08/2021,tabby,white,medium,solid,gold,up-to-date, YES ,mature,BOTH,catnip_mouse, shy ,dry,recycledPaper,breeder,allergy,15565,,NA," 6,844",£2538,£12454,£1887,12975,18085,13104
2024-05-29,British Shorthair, grey ,Long,spotted,copper,unknown,YES,prime,Both,NA, friendly ,raw,Recycled Paper,missing,dental,NaN,£16595,18778,missing,"17,512",£14321,6450,NaN,£6832,£12439
"Jan 16, 2022",tabby,tortoiseshell,,spotted,blue,,no,senior,indoor,CATNIP MOUSE,shy,Wet,Silica,SHELTER,obesity,17704,17013,"14,797",-999,15062," 4,320",676,£1582,13444,5987
07/04/2021,british_shorthair,brown,MEDIUM,spotted, green , notRequired ,yes,geriatric,BOTH,,AGGRESSIVE,raw,NaN,Breeder, dental ,-999,16692,5942,12500,£17204," 5,630",6033,1059,17458,
2021-02-01, ragdoll ,Grey,HAIRLESS,SOLID,gold,up-To-Date,YES,Kitten,Indoor,catnip mouse,lazy,MIXED,Non-Clumping,Friend,Arthritis,"16,021",17491,16472,missing,£5876,12797,5852,"10,120","15,866",11384
2023-03-22,persian,grey,short,bi-colour, copper ,up-To-Date, No ,kitten,both,-999,Shy,-999,missing,FRIEND,none,£12571,10446,"17,572",," 6,384",12697,12233,5418,missing,7489
23/05/2022,,Orange,long,POINTED,gold,UP-TO-DATE,NO,geriatric,INDOOR,ball,lazy,Mixed,silica,online,arthritis,10625,16993,£14365,9969,£3231,17564,10129,14967,£18437,14491
2023-09-16,tabby,orange,hairless,Pointed,Gold,NOT REQUIRED,Yes,KITTEN, both ,, SHY ,wet,silica,Stray,obesity," 1,962",17655,£10616,3800,936,£7568,£14479,missing,£43,6165
07/07/2024,BRITISH SHORTHAIR,tortoiseshell,LONG,SPOTTED,gold,NA,,senior, indoor ,laser pointer,aggressive,mixed,clumping,shelter,obesity,14109,5049,3331,2414,11370,10253,1958,-999,   744,£7012
10/08/2024,Ragdoll,-999,short,NA,Copper,not_required,yes,junior,Indoor,-999,NA,,silica,stray,Allergy,£16247,6152,11987,11596,13083,"12,278","14,700",2934,£8489,missing
01/10/2023,persian,orange,Long,SPOTTED,COPPER,OVERDUE,yes,JUNIOR,indoor,string,Shy, Raw ,clumping,Stray,Obesity,17877,18953,NA,"14,018",missing,17071,£13177,8939,9492,12476
"Nov 16, 2022",PERSIAN,missing,Hairless,Bi-Colour,odd-eyed,NaN,YES,junior,indoor,Ball,Friendly,MIXED,Silica,Stray,Obesity,"11,510",16638,12284,£9558,NA,6425,NA,£16293,2963," 5,931"
24/11/2022,Siamese,grey,HAIRLESS,Tabby,Green,-999,no,SENIOR,indoor,feather wand,-999,dry,recycled paper,breeder, obesity ,,9506,13118,£4583,15531,"19,057",missing,3504,17513,13029
27/01/2021,BRITISH SHORTHAIR,Brown,LONG,spotted,green,unknown,no,mature,INDOOR,ball,Aggressive,RAW, RECYCLED PAPER ,BREEDER,arthritis,"10,221",9784,NaN,8349,5998,,5851,£4878,7529,NaN
"Jul 30, 2023",siamese,black, long ,bi-Colour,Odd-Eyed, unknown ,yes,GERIATRIC,INDOOR,catnipMouse,Friendly,MIXED,SILICA,stray,dental,14648,-999,14664,"14,777"," 9,211",6522," 4,587",19012,17912,missing
2021-10-29,ragdoll,BLACK,long,tabby, GOLD ,Up-To-Date,No,kitten,both, String ,-999,wet,NaN,breeder, ALLERGY ,3653,"13,106",5710,"13,733",9901,missing,8211,missing,,£10803
22/03/2022,Maine Coon,WHITE,missing,NaN,odd-Eyed,overdue,no,prime,NaN,catnipMouse,shy, WET ,recycled paper,shelter,dental,"18,981",8287,"16,526","15,520"," 1,385",£9188,19445,19934,10176,9003
28/12/2022,,Black,Medium,TABBY,Gold,Unknown,YES,Prime,indoor,Laser Pointer,shy,,Silica, friend ,OBESITY,8632,18934,£13469,19951," 8,714",11245,12112,12424,13382,16613
08/02/2021,MAINE COON,orange,SHORT,solid,blue,Unknown,YES,senior,indoor,STRING,AGGRESSIVE,missing,clumping,Online,none,£18710,5428," 1,098",-999,16062,2832,,19216,£5666,missing
06/11/2024,britishShorthair,TORTOISESHELL,Short,tabby,missing,OVERDUE,missing,Prime,-999,Feather Wand, aggressive ,Wet,non-clumping,online,allergy,NA,£8414,15238," 2,948",6890,11340,£16499,NaN,7234,10039
2022-09-25,bengal,cream,,solid,odd-eyed, Unknown ,yes,MATURE, Outdoor ,FEATHER WAND,playful,NaN,NA, online , Allergy ,missing,£1190," 7,831",10615,10804,1211,4940,13682,6713,16057
2021-04-16, persian , black ,long,solid,odd-Eyed,OVERDUE,no,junior, both , FEATHER WAND ,playful,DRY,RECYCLED PAPER,Online,obesity,£18551,£11633,11463,£3950,," 1,748",-999,£11927,3210,7887
2023-09-24,BENGAL, orange ,LONG, tabby ,NaN,up-To-Date,yes,kitten,both,feather wand,lazy, RAW ,clumping,,obesity,9044,16448,3434,-999,16373," 7,025",£13676,"12,715",697,£2970
2023-03-23,TABBY,black,long,pointed,GOLD,UNKNOWN,yes,mature,indoor,ball,friendly,Raw,missing,shelter,NA,18819," 7,608",£6067,8759,NA,"15,603",10623,"12,545",£1462,268
"Jan 29, 2023",tabby,Cream,Medium,pointed,odd-Eyed, Up-To-Date ,YES,KITTEN,indoor,laser_pointer,NA,missing,silica,online,allergy,9458,17812,,9061,NaN,8317,missing,17803,£8722,
2024-07-19, persian ,grey,hairless,missing,odd-eyed,not required,,junior,both,-999,friendly,DRY,silica,BREEDER, arthritis ,"16,759",5606,11097,"15,365",,£1833,15106,12579,"15,611","10,038"
2023-04-27,SIAMESE,CALICO,missing,TABBY,gold, Overdue ,no,PRIME,outdoor,,friendly,MIXED,Silica,SHELTER,arthritis,15091,7504,13122,12754,-999,15256,12109,6976,NA,3226
2021-11-17,RAGDOLL,,medium,Tabby,copper,Up-To-Date,Yes,KITTEN,missing,Laser Pointer,friendly,MIXED,Silica,online,allergy,4129,2064,£4625,17541,£9085," 8,089",3319,17029,13130,18137
30/12/2021,siamese,white,medium,,gold,NaN,NO,prime, indoor ,feather_wand,Friendly,wet,non-clumping,stray,none,£16553,4263,£5867,NaN,NaN,,17638,3755,5941,19339
2022-07-04,tabby,Orange,Medium,,odd-Eyed,unknown,yes,kitten,BOTH,ball,NaN,dry,clumping,STRAY,allergy,"10,619",£9859,17808,NaN,£11063,15075,631,17697,£4523,15217
2024-09-03,British Shorthair,orange,short,, green ,up-to-date,Yes,SENIOR,OUTDOOR,catnipMouse,Shy,missing,clumping,ONLINE,arthritis,"18,456"," 7,753","13,530",NaN,16294,14996,2435,NA,3348,16837
2021-07-15,British Shorthair,Brown,Hairless,spotted,BLUE,-999,no,Mature,both,catnipMouse,FRIENDLY,raw, Recycled Paper ,Online,allergy,£4855,1351,£19686,9394,14311,18031,"18,778"," 3,300",   333,15361
"Mar 27, 2021",sphynx,, short ,Bi-Colour,copper,overdue,yes,junior,NaN,Feather Wand,PLAYFUL,DRY,recycledPaper,online,NONE,13847,17911,-999,833,16277,"17,728",9091,19129,12205,19707
14/04/2022,siamese,Orange,hairless,Bi-Colour,odd-eyed,overdue,missing,mature,indoor,LASER POINTER,NA,raw,non-Clumping,Breeder,dental,413,1246,5937,"14,515",£559,18863,8168,19652,£14687,"10,291"
31/08/2024,siamese,white,-999,tabby,odd-eyed,unknown,no,Prime,Indoor,NA,NaN, wet ,silica,breeder,obesity,13524,14684,3861,NaN,1674,"18,871",5787,13603,missing,15632
2021-09-07,sphynx,cream,hairless, spotted ,BLUE,Overdue,yes, kitten , OUTDOOR ,laser_pointer,SHY,WET,-999, breeder ,,19713,"13,474",9151," 6,943",9776,10163,NaN,208,"11,918",2595
08/05/2021,NaN,tortoiseshell,hairless, TABBY ,GOLD,not required,no,NaN,both,NaN,shy,dry,recycled paper,NA,none,920,7182,8546,7795,1058,   935,9952,12587,12686,4429
21/08/2024,-999,Calico,long,pointed,Copper,,No,prime,indoor,Ball,friendly,MIXED,silica,ONLINE,ARTHRITIS,10250,missing,19663,8258,7031,9999,19471,11305,-999,14522
2022-08-22,SPHYNX, Tortoiseshell ,short,BI-COLOUR,Gold,unknown,no,Geriatric,BOTH,ball, shy ,MIXED,recycled paper,breeder,ALLERGY,14284,missing," 3,234",15785,16576,15725,12406,10890,£91,19072
2024-05-28,PERSIAN,Calico,medium,NA, blue ,Up-To-Date,NO,kitten,both,Ball,Friendly,Wet,silica,-999,dental,4068,2380,12387," 8,710",14909,12220,16144,17908,9660,13880
"Dec 09, 2023",tabby, TORTOISESHELL ,long,NaN,Gold,UP-TO-DATE,yes,NaN, both ,feather_wand,LAZY,Raw,non-Clumping,breeder,NONE,6331,£12962,12475," 1,461",9351,"10,906",11801,12781,8241,missing
19/06/2022,siamese,NaN,long,spotted,GREEN,overdue,yes,prime,indoor,string,playful,Mixed,recycledPaper,friend,Obesity,"12,992",9162,17735,£14217,NaN,£7335,15747,15885,"17,701"," 9,157"
2021-08-29,missing,brown,Medium,spotted,blue,-999,no,kitten,Both,Catnip Mouse,Lazy,WET,Silica,stray,arthritis,£16018,13693,14087,£10111,£18763,£2348,£6053,16100,£10821,9411
05/02/2023,ragdoll,GREY,long,solid,blue,unknown,yes,PRIME,-999, ball ,friendly,RAW,recycled paper,ONLINE,DENTAL,18224,NA,11978,18990,626,£6094,11650,,£4242,12745
05/10/2024,persian,cream,hairless,Bi-Colour,Green,unknown,No,NaN,both,STRING,aggressive,dry,silica,shelter,obesity,"14,456",7886,11925,"17,535",£1977,-999,18207,9892,1044,18969
,siamese,calico,medium,bi-Colour,gold,overdue,yes,SENIOR,both,LASER POINTER,aggressive,wet, Clumping ,online,ARTHRITIS,18726,£8895,1716,9125,14658," 3,999",£15325,£13743,18667,£16622
12/08/2023,British Shorthair,,long,spotted,Gold,unknown,no,senior,both,-999,Friendly,Wet,recycledPaper,Friend,arthritis,-999,16482,missing,£7155,,13827,19731,£8863,14635,£8647
08/03/2021,BENGAL,Calico,short,Pointed,Green,up-To-Date,No,-999,BOTH, catnip mouse ,lazy,Raw, recycled_paper ,SHELTER,allergy,"15,404",,923,7732,12889,15220,NaN,£14387,10621,
