DATE,sport, surface ,competition_level, Gender Cat ,SEASON,weatherCond,Venue Type,team_name,coach, League /,equipment brand, scoringMethod ,Time Slot,official count,broadcast net, attendance ,ticket £?,Game Time Min/,Possession %, Fouls ,shots,pass_accuracy_%,Yards,ERRORS,sponsorship £k/
19/04/2024,running,Synthetic,NaN,women,regular,wet,indoor,LIONS,veteran,c-league,adidas,Sets,night,2,,6981,-999,£694,£4970,£15336,NaN,£9020,2316,6406,£17953
2023-09-11,FOOTBALL,grass,pro,NA,missing,-999,outdoor,bears,veteran,b-league,puma,missing,AFTERNOON,3,bbc,19980,,19154," 3,436",£9585,3907,"10,444",£4280,NaN,8149
16/04/2023,tennis,ROAD,international,men,playoffs,missing, INDOOR ,bears,NaN,C-League,missing,goals,Evening,4,NaN,NaN,15118,£2869,£16014,8439,£18986,274,4051,2678,£8636
2021-12-05, RUGBY ,SYNTHETIC,international,men,pre-season,HOT,outdoor,tigers,Veteran,c-league,nike, goals ,MORNING,2,NBC,18893,£15372,1989,NA,£5959,15699,4052,10909,4439,£8547
20/06/2023,RUGBY,-999,SEMI-PRO,,regular,Wet,INDOOR,sharks,interim,B-LEAGUE,Adidas,runs,MORNING,5,Nbc,£6704,16145,8733,£15971,7970," 5,791",£6900,17177,9039,6787
2022-04-01,running,Clay,semi-Pro,Mixed,PRE-SEASON,SNOWY,Indoor,bears,-999,C-LEAGUE, puma ,Points,evening,5,bbc,13442,14674,10893,19430,-999,£18286,"15,483",9135,2641,19962
2023-03-03,Football,indoor,pro, Mixed ,regular,WINDY,Outdoor,NaN,VETERAN,C-League, nike ,runs,,1,bbc,,13419,9305,15381,"16,349",3038,8819,£3362,£16133," 7,914"
26/09/2024,NaN,Grass,AMATEUR,Mixed,Playoffs,Snowy,-999,TIGERS,veteran,,Adidas,Sets,night,5,espn,£18131,£10529,-999,2493,15946,6368,18459,£8062,10022,9237
"Nov 23, 2021",NaN,indoor,NA,men,Playoffs, WINDY ,Outdoor,tigers,rookie,C-LEAGUE,PUMA,runs,Morning,1,SKY,NA,15248,12091," 8,238",8065,NaN," 6,661",16131,"17,989",7065
"Oct 25, 2023",basketball,synthetic,amateur,women,pre-season,Wet,OUTDOOR,wolves,rookie,C-League,PUMA,runs,evening, 3 ,Espn,12284,8387,7043,18471,918,8000,£1705,13700,19079,3896
"Feb 15, 2022",basketball,-999,semi-pro,mixed,pre-season,windy,outdoor, tigers ,interim,,nike,Points,Afternoon,1, BBC ,1596,NA,19070,missing,NA,8714,351,"15,615",1388,"10,362"
17/11/2022,-999,missing,international,MEN,regular,snowy,outdoor,Bears,rookie,A-League,Adidas,Runs,EVENING, 3 ,NBC," 9,570",NA,£9985," 3,891"," 4,179",7310,3864,17429,£11958,NaN
NA,basketball,Indoor,PRO,mixed,Pre-Season,Hot,NaN,eagles,ROOKIE,b-League,puma,sets,morning,1,Bbc,£2633,1684,-999,NA,missing,4271,4521,15386,2385,490
2024-05-04,Running,Synthetic,international,women, pre-Season ,WET,indoor,Sharks,ROOKIE,NA,wilson,sets,evening,-999,missing," 7,928",17516,£7215,NA,£12821,12490,7480,14014,17104,1487
"Nov 01, 2023",,Indoor,International, women ,playoffs,dry,indoor,Wolves,interim,missing,puma,sets,night,2,espn,,9785," 3,834",£18413,19909,£9927,£5052,13081,3280,£9376
27/03/2022,-999,indoor,international,mixed,pre-season,WET,,bears,VETERAN,c-League,adidas, goals ,afternoon,-999,NBC,"16,015",£2046,14300,-999,6107,19685,"11,014","19,023",,6115
2022-09-19,CRICKET,road,SEMI-PRO,Women,REGULAR,,outdoor,sharks, INTERIM ,b-league,puma,Runs,evening,1,sky,2810,"13,070",-999,19585,16824,18534,769,£2969,4389,"15,727"
14/09/2021,cricket,HARDCOURT,missing,men,NA,Windy,-999,tigers,missing,A-League,NaN,goals,morning,5,BBC,£10759,£8007,NA,   835,£14207,"17,264",15204,10703,-999,6901
19/07/2023,basketball,SYNTHETIC,PRO,-999,pre-season,windy,indoor,lions,interim,b-league,Puma,Points,Evening, 4 ,sky,-999,-999,17337,"14,404",16298,7845,7999,5351,5591,7801
2023-04-03,FOOTBALL,NA,Amateur,women,Regular,missing, outdoor ,Tigers,NaN,B-LEAGUE,missing,Goals,morning, 1 ,missing,12292,"11,295",4568,12963,NA,£5044,50,-999,637," 5,622"
missing, Tennis ,Clay,,mixed,playoffs,Hot,outdoor,NA,interim,c-league,-999, goals ,evening,3,espn,missing,£7033,19326,£2861,"10,042",10111," 7,773",10981,15200,15392
"Dec 16, 2022",Rugby,SYNTHETIC,International,men,PRE-SEASON,dry,Outdoor, lions ,Rookie,A-League,puma,-999,evening, 4 ,SKY,17882,14653,15291,missing,£8510,£4591,3368,£828,"12,805",11233
03/04/2023,tennis,clay,amateur,men,PLAYOFFS,NA,outdoor,LIONS,interim,b-League,NIKE,GOALS,night,3,SKY,2430,£3492,631,£4108,5063,"12,518",5785,5279,£5035,missing
20/01/2022,basketball,grass,AMATEUR,men,pre-season,wet,outdoor,, interim , c-league ,puma,points,morning,1,espn,10317,missing,4196,   442,11681,3556,missing,15635,12012,15659
"Nov 05, 2023",Running,grass,pro,women,Regular,wet,outdoor,WOLVES,INTERIM,c-league,Adidas,sets,night,1,Sky,NaN,16074,"13,747",1078,18602,£343,NA,14570,£13994,"13,371"
2021-05-06,cricket,ROAD,pro,Mixed, PRE-SEASON ,windy,INDOOR,lions,veteran,C-LEAGUE,Wilson,Runs,evening,5,Sky,13432,3262,7808,8328,5422,16045,12351,,£7416,£18029
2024-12-19,FOOTBALL,grass,Amateur,WOMEN,playoffs,WET, outdoor ,lions,missing,C-LEAGUE,nike,GOALS,,2,espn,3042,9996,,17077,NaN,19093,"18,020","13,342",8347,£15533
23/01/2024,rugby,SYNTHETIC,missing,women, Regular ,NaN,indoor,NA,interim,a-League,puma,runs,morning,1,sky,missing,18332,517,missing,584,£4244,-999,5441,NaN," 9,496"
NaN,Rugby,Road,international,,PLAYOFFS,-999,outdoor,SHARKS,rookie,c-league,wilson, sets ,MORNING, 3 ,bbc,NaN,,NA,1702,15598,15014,7971,11928,£7799," 1,254"
2021-10-20,running, ROAD ,semi-pro, mixed ,pre-season,Wet,Indoor,Wolves,interim,a-League,wilson,Points,Night,5,NaN,NA,18833,6888,64,17128,£8381,3160,16866,-999,2763
09/07/2022,football,NA,NA,men,playoffs,SNOWY,indoor,-999,VETERAN,B-League,puma,sets,MORNING,2,SKY,£5099,   147,14527,2721,-999,£13421,1569,£455,2789,£12592
15/08/2021,missing,Road,pro,men,PRE-SEASON,dry,outdoor,sharks,Rookie,c-league,NaN,NA,afternoon,1,nbc,8822,£2167,10491,871,"12,321",6724,2507,NA,3870,2846
15/11/2023,cricket,grass,semi-pro,men,pre-season,NaN,Outdoor,tigers,rookie,a-league,PUMA,sets,night,2,BBC,6588,8742," 3,986",NA,16679,11524,10730," 5,869"," 5,866",983
"Jun 22, 2023",basketball,clay,PRO,men,playoffs,SNOWY,outdoor,TIGERS,veteran,C-League,puma,GOALS,morning,1, nbc ,16446,14463,NaN,missing,4287,3863,"10,459",18527,   208,8818
2023-01-12,BASKETBALL,hardcourt,NaN,Mixed,playoffs,Windy,indoor,lions,Rookie,A-LEAGUE,Nike,Runs,NA,5,-999,8210,19334,13254,£10289,   603,12651,£18677,4626,17551,"15,654"
2022-08-27,running,NaN,semi-Pro,WOMEN,PRE-SEASON,Windy,indoor,tigers,Veteran,b-league,PUMA,Runs,night,2, espn ,£997,12813,11015,628,2469," 4,508",£4,9270,£16106," 5,310"
2024-11-07,football,Clay,amateur,mixed,PRE-SEASON,WINDY,indoor,bears,veteran,-999, puma ,Goals,MORNING,1,bbc,18722," 1,896",10348,9318,4197,£2684," 8,261",£8166,,3644
01/07/2023,NaN,INDOOR,Amateur,Mixed,Pre-Season,HOT,outdoor,Bears,rookie,a-league,NIKE,sets,NA,2,espn,7921,13686,4778,15881,6934,97,13943,4004,19058,2880
13/08/2022,Running,HARDCOURT,amateur,Mixed,PLAYOFFS,hot,outdoor,missing,interim,,Puma,NA,evening,1,NaN," 9,081",3444,NaN,£13091,NaN,5716,13357,1487,,6402
2023-09-24,tennis,SYNTHETIC,SEMI-PRO,women,-999,Wet,outdoor,Bears,interim,c-league,wilson,Sets,night,2,espn,£1485,1101,7726,18651,£19284,13178,4364,"15,283",205," 3,013"
15/04/2021,-999,hardcourt,Amateur,MEN,NA,hot,outdoor,Tigers, veteran ,NA,NaN,runs,evening,4,espn,12654,8376," 1,566",19268,NaN,10862,13704,19583,,6465
2022-01-21,football,grass,semi-pro,women,PRE-SEASON,missing,indoor,Sharks,Veteran,b-league,wilson,runs,evening,NaN,bbc," 2,704",1723," 6,493",NaN,13118,17595,   102,9240,3269,14280
"Jun 10, 2021",Football,grass,NA,Men,,SNOWY,Outdoor,-999,rookie, A-LEAGUE ,Nike,GOALS,Night,2,sky,17295,18295,£631,"19,396",,419,-999,-999,4785,"16,388"
17/03/2021,running,grass,pro,men,regular,windy,OUTDOOR,bears,NA,c-league,Puma,Sets,Afternoon,1,Sky,15003,19258,13030,18030,11385,£11004,11070,"11,994",10499,£4941
2023-08-18,Basketball,NaN,amateur,women,Regular,Windy,indoor,eagles,Interim,A-League,NIKE,,EVENING,3,SKY,3990,3379,missing,8304,8211,,2858," 4,483",NA,14246
28/10/2024,NaN,SYNTHETIC,International,MEN,Pre-Season,wet, INDOOR ,NaN,rookie,c-League,puma,sets,-999,4,nbc,NA," 4,487",10670,16872,NA," 7,609",3439,9224,17634,NaN
07/10/2022,Cricket,NaN,pro,men, playoffs ,-999,Indoor,Bears,ROOKIE,c-league,puma,sets,morning,1,nbc,11698,3432,8730,5818,17358,£19824,£19932,missing,16455,"18,503"
2024-10-30,,synthetic,international,mixed,-999,hot,indoor,EAGLES,rookie,c-league,wilson,points,Morning,3,SKY,-999,2890,15632,2677,,12346,12108,7489," 8,783",5782
